Date,ViaNumber,Day,numbMales,ct,sd,y,se,Initials,Notes
9.Kas,21,B,1,0,0,1,0,KEW,
9.Kas,21,B,1,1,1,1,1,KEW,
9.Kas,21,B,1,0,0,1,1,KEW,
9.Kas,21,B,1,1,1,1,1,KEW,
9.Kas,3,B,1,1,1,0,0,KEW,
9.Kas,3,B,1,0,0,0,0,KEW,
9.Kas,3,B,1,0,0,0,1,KEW,
9.Kas,3,B,1,1,1,1,1,KEW,
9.Kas,3,B,1,1,1,1,1,KEW,
9.Kas,3,B,1,1,1,1,1,KEW,
9.Kas,3,B,1,1,1,0,1,KEW,
9.Kas,3,B,1,1,1,1,1,KEW,
9.Kas,3,B,1,0,0,1,0,KEW,
9.Kas,3,B,1,1,1,1,1,KEW,
9.Kas,4,B,1,1,1,1,1,UHA,
9.Kas,4,B,1,0,0,1,0,UHA,
9.Kas,4,B,1,0,0,1,1,UHA,
9.Kas,4,B,1,0,0,0,1,UHA,
9.Kas,4,B,1,0,0,0,1,UHA,
9.Kas,4,B,1,0,0,0,0,UHA,
9.Kas,4,B,1,1,1,1,1,UHA,
9.Kas,4,B,1,0,0,0,1,UHA,
9.Kas,4,B,1,0,0,0,1,UHA,
9.Kas,4,B,1,0,0,0,0,UHA,
9.Kas,4,B,1,0,0,0,0,UHA,
9.Kas,4,B,1,0,0,0,1,UHA,
9.Kas,4,B,1,1,1,0,0,UHA,
9.Kas,5,B,1,1,1,1,1,UHA,
9.Kas,5,B,1,0,0,0,0,UHA,
9.Kas,5,B,1,0,0,0,1,UHA,
9.Kas,5,B,1,1,1,1,1,UHA,
9.Kas,5,B,1,1,1,0,1,UHA,
9.Kas,5,B,1,0,0,0,0,UHA,
9.Kas,16,B,1,0,0,0,0,UHA,
9.Kas,16,B,1,0,0,1,0,UHA,
9.Kas,16,B,1,0,0,0,1,UHA,
9.Ara,3,B,1,1,1,1,0,UHA,
9.Ara,3,B,1,1,1,1,1,UHA,
9.Ara,3,B,1,0,0,1,1,UHA,
9.Ara,3,B,1,0,0,0,0,UHA,
9.Ara,3,B,1,0,0,0,0,UHA,
9.Ara,3,B,1,1,1,1,0,UHA,
9.Ara,3,B,1,0,0,0,1,UHA,
9.Ara,3,B,1,0,0,0,0,UHA,
9.Ara,3,B,1,0,0,0,0,UHA,
9.Ara,3,B,1,1,1,0,0,UHA,
9.Ara,3,B,1,0,0,0,0,UHA,
9.Ara,6,B,1,0,0,1,1,UHA,
9.Ara,6,B,1,0,0,1,1,UHA,
9.Ara,6,B,1,1,1,1,0,UHA,
9.Ara,6,B,1,0,0,0,0,UHA,
9.Ara,6,B,1,0,0,0,0,UHA,
9.Ara,6,B,1,0,0,0,1,UHA,
9.Ara,6,B,1,1,1,0,0,UHA,
9.Ara,6,B,1,0,0,0,0,UHA,
9.Ara,6,B,1,0,0,0,0,UHA,
9.Ara,6,B,1,1,1,1,0,UHA,
9.Ara,6,B,1,0,0,1,1,UHA,
9.Ara,6,B,1,1,1,1,0,UHA,
9.Ara,6,B,1,1,1,1,1,UHA,
9.Ara,6,B,1,1,1,1,1,UHA,
9.Ara,6,B,1,0,0,0,1,UHA,
9.Ara,6,B,1,0,0,0,1,UHA,
9.Ara,5,B,1,1,1,1,1,UHA,
9.Ara,5,B,1,1,1,1,0,UHA,
9.Ara,5,B,1,1,1,1,0,UHA,
9.Ara,5,B,1,1,1,1,0,UHA,
9.Ara,5,B,1,1,1,1,1,UHA,
9.Ara,5,B,1,1,1,0,0,UHA,
9.Ara,5,B,1,0,0,0,0,UHA,
9.Ara,5,B,1,0,0,0,0,UHA,
9.Ara,5,B,1,0,0,0,0,UHA,
9.Ara,38,B,1,0,0,1,0,UHA,
9.Ara,38,B,1,0,0,1,0,UHA,
9.Ara,38,B,1,1,1,1,0,UHA,
9.Ara,38,B,1,1,1,1,0,UHA,
9.Ara,38,B,1,0,0,0,1,UHA,
9.Ara,38,B,1,0,0,0,1,UHA,
9.Ara,38,B,1,0,0,0,0,UHA,
9.Ara,38,B,1,0,0,0,1,UHA,
9.Ara,8,B,1,0,0,0,0,UHA,
9.Ara,8,B,1,1,1,1,1,UHA,
9.Ara,8,B,1,1,1,1,1,UHA,
9.Ara,8,B,1,1,1,1,0,UHA,
9.Ara,12,B,1,1,1,1,0,UHA,
9.Ara,12,B,1,0,0,1,0,UHA,
9.Ara,12,B,1,0,0,0,1,UHA,
9.Ara,12,B,1,0,0,0,0,UHA,
9.Ara,12,B,1,0,0,0,0,UHA,
9.Ara,12,B,1,0,0,0,0,UHA,
9.Ara,9,B,1,1,1,1,1,UHA,
9.Ara,9,B,1,0,1,1,0,KEW,
9.Ara,9,B,1,0,0,0,0,UHA,
9.Ara,9,B,1,0,0,0,1,UHA,
9.Ara,9,B,1,0,0,0,1,UHA,
9.Ara,9,B,1,0,0,0,0,UHA,
9.Ara,9,B,1,0,0,0,1,UHA,
9.Ara,9,B,1,1,1,1,0,UHA,
9.Ara,13,B,1,1,1,1,1,UHA,
9.Ara,13,B,1,0,0,0,1,UHA,
9.Ara,13,B,1,0,0,0,1,UHA,
9.Ara,13,B,1,0,0,1,1,UHA,
9.Ara,13,B,1,1,1,1,0,UHA,
9.Ara,13,B,1,1,1,1,1,UHA,
9.Ara,13,B,1,1,1,0,0,UHA,
9.Ara,13,B,1,1,1,1,0,UHA,
9.Ara,6,B,1,1,1,1,1,UHA,
9.Ara,6,B,1,1,1,1,0,UHA,
9.Ara,6,B,1,0,0,1,1,UHA,
9.Ara,6,B,1,0,0,0,0,UHA,
9.Ara,6,B,1,1,1,1,1,UHA,
9.Ara,6,B,1,1,1,1,1,UHA,
9.Ara,6,B,1,0,0,1,1,UHA,
9.Ara,6,B,1,1,1,1,1,UHA,
9.Ara,6,B,1,1,1,1,0,UHA,
9.Ara,6,B,1,0,0,1,1,UHA,
9.Ara,6,B,1,0,0,0,1,UHA,
9.Ara,6,B,1,0,0,0,1,UHA,
9.Ara,6,B,1,0,0,0,0,UHA,
9.Ara,6,B,1,0,0,0,0,UHA,
9.Ara,19,B,1,1,1,1,1,UHA,
9.Ara,19,B,1,1,1,0,0,UHA,
9.Ara,19,B,1,0,0,1,1,UHA,
9.Ara,19,B,1,1,1,1,0,UHA,
9.Ara,19,B,1,0,0,0,1,UHA,
9.Ara,19,B,1,0,0,0,1,UHA,
9.Ara,19,B,1,1,1,1,1,UHA,
9.Ara,19,B,1,0,0,1,0,UHA,
9.Ara,19,B,1,0,0,1,0,UHA,
9.Ara,19,B,1,0,0,1,1,UHA,
9.Ara,1,B,1,1,1,1,1,UHA,
9.Ara,1,B,1,1,0,0,0,KEW,
9.Ara,1,B,1,0,0,0,1,UHA,
9.Ara,1,B,1,0,0,0,1,UHA,
9.Ara,1,B,1,0,0,0,0,UHA,
9.Ara,71,B,1,0,0,0,0,UHA,
9.Ara,71,B,1,0,0,0,0,UHA,
9.Ara,71,B,1,0,0,0,1,UHA,
9.Ara,71,B,1,0,0,1,0,UHA,
9.Ara,71,B,1,1,1,1,0,UHA,
9.Ara,71,B,1,0,0,0,0,UHA,
9.Ara,71,B,1,0,0,1,1,UHA,
9.Ara,71,B,1,1,1,1,1,UHA,
9.Ara,71,B,1,0,1,1,1,KEW,
9.Ara,60,B,1,1,1,1,1,UHA,
9.Ara,60,B,1,1,1,1,1,UHA,
9.Ara,60,B,1,0,1,1,1,KEW,
9.Ara,60,B,1,0,1,1,1,KEW,
9.Ara,60,B,1,0,0,1,1,UHA,
9.Ara,60,B,1,0,0,0,0,UHA,
9.Ara,60,B,1,1,1,1,0,UHA,
9.Ara,51,B,1,0,0,0,1,UHA,
9.Ara,51,B,1,0,0,0,1,UHA,
9.Ara,51,B,1,1,1,1,0,UHA,
9.Ara,51,B,1,1,1,1,0,UHA,
9.Ara,51,B,1,1,1,1,0,UHA,
9.Ara,51,B,1,0,0,1,0,UHA,
9.Ara,51,B,1,0,0,0,0,UHA,
9.Ara,51,B,1,0,0,1,0,UHA,
9.Ara,51,B,1,1,1,1,0,UHA,
9.Ara,51,B,1,0,0,1,1,UHA,
9.Ara,51,B,1,0,0,1,1,UHA,
9.Ara,51,B,1,0,1,1,0,KEW,
9.Ara,51,B,1,1,1,1,1,UHA,
9.Ara,51,B,1,0,1,1,0,KEW,
9.Ara,51,B,1,0,0,0,0,UHA,
9.Ara,37,B,1,1,1,0,1,UHA,
9.Ara,37,B,1,1,1,1,1,UHA,
9.Ara,37,B,1,1,1,1,0,UHA,
9.Ara,31,B,1,1,1,1,0,UHA,
9.Ara,31,B,1,0,0,1,1,UHA,
9.Ara,31,B,1,0,0,1,1,UHA,
9.Ara,31,B,1,0,0,1,0,UHA,
9.Ara,31,B,1,0,0,1,0,UHA,
9.Ara,31,B,1,0,0,1,0,UHA,
9.Ara,31,B,1,1,1,1,0,UHA,
9.Ara,31,B,1,1,1,1,1,UHA,
9.Ara,31,B,1,0,1,1,1,KEW,
9.Ara,31,B,1,0,0,0,1,UHA,
9.Ara,31,B,1,0,0,0,1,UHA,
9.Ara,34,B,1,1,1,1,1,UHA,
9.Ara,34,B,1,1,1,0,0,UHA,
9.Ara,34,B,1,1,1,0,0,UHA,
9.Ara,34,B,1,0,0,1,1,UHA,
9.Ara,34,B,1,1,1,1,1,UHA,
9.Ara,34,B,1,0,0,0,0,UHA,
9.Ara,72,B,1,1,1,1,1,UHA,
9.Ara,72,B,1,1,1,1,0,UHA,
9.Ara,72,B,1,0,0,0,1,UHA,
9.Ara,72,B,1,0,0,0,0,UHA,
9.Ara,72,B,1,0,0,0,0,UHA,
9.Ara,52,B,1,1,1,1,0,UHA,
9.Ara,52,B,1,1,1,1,0,UHA,
9.Ara,52,B,1,1,1,1,1,UHA,
9.Ara,52,B,1,0,0,0,0,UHA,
9.Ara,52,B,1,0,0,1,1,UHA,
9.Ara,52,B,1,0,0,0,1,UHA,
9.Ara,52,B,1,0,0,0,1,UHA,
9.Ara,52,B,1,0,0,0,1,UHA,
9.Ara,55,B,1,1,1,1,1,UHA,
9.Ara,55,B,1,1,1,1,1,UHA,
9.Ara,55,B,1,1,1,1,0,UHA,
9.Ara,55,B,1,0,0,1,0,UHA,
9.Ara,55,B,1,0,0,1,0,UHA,
9.Ara,55,B,1,0,0,1,1,UHA,
9.Ara,55,B,1,0,0,0,1,UHA,
9.Ara,55,B,1,1,1,1,1,UHA,
9.Ara,55,B,1,1,1,1,0,UHA,
9.Ara,55,B,1,0,0,1,0,UHA,
9.Ara,59,B,1,0,0,1,1,UHA,
9.Ara,59,B,1,0,0,0,1,UHA,
9.Ara,59,B,1,0,0,0,1,UHA,
9.Ara,59,B,1,0,0,0,1,UHA,
9.Ara,59,B,1,1,1,0,0,UHA,
9.Ara,59,B,1,1,1,1,0,UHA,
9.Ara,59,B,1,1,1,1,0,UHA,
9.Ara,59,B,1,0,0,1,0,UHA,
9.Ara,56,B,1,0,0,1,1,UHA,
9.Ara,56,B,1,0,0,0,1,UHA,
9.Ara,56,B,1,1,1,0,0,UHA,
9.Ara,56,B,1,1,1,1,1,UHA,
9.Ara,56,B,1,0,0,0,1,UHA,
9.Ara,66,B,1,0,0,1,1,UHA,
9.Ara,66,B,1,0,0,1,0,UHA,
9.Ara,66,B,1,1,1,1,0,UHA,
9.Ara,66,B,1,0,0,1,1,UHA,
9.Ara,66,B,1,0,0,0,0,UHA,
9.Ara,54,B,1,0,0,0,1,HNT,
9.Ara,54,B,1,0,0,0,0,HNT,
9.Ara,54,B,1,0,0,0,0,HNT,
9.Ara,54,B,1,0,0,0,0,HNT,
9.Ara,54,B,1,1,1,1,0,HNT,
9.Ara,54,B,1,0,0,1,1,HNT,
9.Ara,54,B,1,0,0,1,1,HNT,
9.Ara,54,B,1,1,1,1,1,HNT,
9.Ara,54,B,1,0,0,0,0,HNT,
9.Ara,54,B,1,1,1,0,0,HNT,
9.Ara,54,B,1,1,1,0,0,HNT,
9.Ara,54,B,1,0,0,0,0,HNT,
9.Ara,64,B,1,0,0,1,1,HNT,
9.Ara,64,B,1,0,0,1,1,HNT,
9.Ara,64,B,1,0,0,0,1,HNT,
9.Ara,64,B,1,0,0,0,1,HNT,
9.Ara,64,B,1,1,1,1,0,HNT,
9.Ara,64,B,1,0,0,0,1,HNT,
9.Ara,64,B,1,0,0,0,0,HNT,
9.Ara,64,B,1,0,0,0,0,HNT,
9.Ara,64,B,1,1,1,1,0,HNT,
9.Ara,64,B,1,0,0,0,0,HNT,
9.Ara,64,B,1,0,0,0,0,HNT,
9.Ara,67,B,1,1,1,1,0,HNT,
9.Ara,67,B,1,1,1,1,1,HNT,
9.Ara,67,B,1,0,0,0,1,HNT,
9.Ara,67,B,1,0,0,0,1,HNT,
9.Ara,67,B,1,1,1,1,1,HNT,
9.Ara,67,B,1,0,0,0,0,HNT,
9.Ara,67,B,1,0,0,0,0,HNT,
9.Ara,67,B,1,1,1,0,1,HNT,
9.Ara,67,B,1,1,1,1,0,HNT,
9.Ara,53,B,1,0,0,1,1,HNT,
9.Ara,53,B,1,1,0,0,0,HNT,
9.Ara,53,B,1,0,0,1,1,HNT,
9.Ara,53,B,1,1,1,1,1,HNT,
9.Ara,53,B,1,1,1,1,1,HNT,
9.Ara,53,B,1,0,0,0,1,HNT,
9.Ara,57,B,1,1,1,1,1,HNT,
9.Ara,57,B,1,1,1,1,1,HNT,
9.Ara,57,B,1,1,1,1,0,HNT,
9.Ara,57,B,1,0,0,1,1,HNT,
9.Ara,57,B,1,0,0,1,0,HNT,
9.Ara,57,B,1,0,0,1,0,HNT,
9.Ara,57,B,1,1,1,1,1,HNT,
9.Ara,57,B,1,0,0,0,0,HNT,
9.Ara,63,B,1,0,0,0,0,UHA,
9.Ara,63,B,1,0,0,0,0,UHA,
9.Ara,63,B,1,0,1,1,0,KEW,
9.Ara,63,B,1,0,0,1,0,UHA,
9.Ara,63,B,1,0,0,0,1,UHA,
9.Ara,63,B,1,0,0,1,1,UHA,
9.Ara,63,B,1,0,0,0,1,UHA,
9.Ara,63,B,1,1,1,1,1,UHA,
9.Ara,63,B,1,0,0,1,1,UHA,
9.Ara,63,B,1,0,0,1,1,UHA,
9.Ara,63,B,1,0,0,0,0,UHA,
9.Ara,63,B,1,1,1,1,0,UHA,
9.Ara,71,B,1,0,0,1,1,UHA,
9.Ara,71,B,1,0,1,1,1,KEW,
9.Ara,71,B,1,1,1,0,1,UHA,
9.Ara,4,C,1,1,1,0,0,KEW,
9.Ara,4,C,1,0,0,0,0,KEW,
9.Ara,4,C,1,0,0,0,0,KEW,
9.Ara,4,C,1,0,0,0,0,KEW,
9.Ara,4,C,1,1,1,0,1,KEW,
9.Ara,4,C,1,0,0,1,1,KEW,
9.Ara,4,C,1,0,0,1,1,KEW,
9.Ara,4,C,1,1,1,1,0,KEW,
9.Ara,4,C,1,1,1,1,1,KEW,
9.Ara,4,C,1,1,1,1,0,KEW,
9.Ara,4,C,1,1,1,1,1,KEW,
9.Ara,4,C,1,0,0,0,1,KEW,
9.Ara,4,C,1,0,0,0,1,KEW,
9.Ara,4,C,1,1,1,0,0,KEW,
9.Ara,4,C,1,1,1,0,0,KEW,
9.Ara,4,C,1,1,1,1,0,KEW,
9.Ara,4,C,1,0,0,0,1,KEW,
9.Ara,21,C,1,0,0,1,1,KEW,
9.Ara,21,C,1,0,0,0,1,KEW,
9.Ara,21,C,1,1,1,0,0,KEW,
9.Ara,21,C,1,0,0,0,1,KEW,
9.Ara,21,C,1,0,0,0,1,KEW,
9.Ara,21,C,1,1,1,0,0,KEW,
9.Ara,21,C,1,0,0,0,0,KEW,
9.Ara,21,C,1,0,0,0,1,KEW,
9.Ara,21,C,1,0,0,0,1,KEW,
9.Ara,21,C,1,0,0,0,1,KEW,
9.Ara,21,C,1,0,0,0,0,KEW,
9.Ara,21,C,1,1,1,1,1,KEW,
9.Ara,21,C,1,0,0,0,0,KEW,
9.Ara,21,C,1,0,0,0,0,KEW,
9.Ara,21,C,1,0,0,0,1,KEW,
9.Ara,21,C,1,0,0,0,1,KEW,
9.Ara,21,C,1,0,0,0,0,KEW,
9.Ara,21,C,1,0,0,0,0,KEW,
9.Ara,3,C,1,1,1,1,1,KEW,
9.Ara,3,C,1,0,0,0,1,KEW,
9.Ara,3,C,1,1,1,1,1,KEW,
9.Ara,3,C,1,1,1,0,1,KEW,
9.Ara,3,C,1,1,1,1,0,KEW,
9.Ara,22,C,1,1,1,1,0,KEW,
9.Ara,22,C,1,0,0,0,1,KEW,
9.Ara,22,C,1,0,0,1,0,KEW,
9.Ara,22,C,1,1,1,1,1,KEW,
9.Ara,22,C,1,0,0,1,0,KEW,
9.Ara,1,C,1,0,0,1,0,KEW,
9.Ara,1,C,1,1,1,0,0,KEW,
9.Ara,1,C,1,1,1,1,1,KEW,
9.Ara,1,C,1,0,0,1,0,KEW,
9.Ara,1,C,1,1,1,1,1,KEW,
9.Ara,1,C,1,1,1,0,1,KEW,
9.Ara,42,A,1,1,1,1,1,ABK,
9.Ara,40,A,1,0,0,0,1,ABK,
9.Ara,40,A,1,0,0,0,0,ABK,
9.Ara,40,A,1,0,0,0,0,ABK,
9.Ara,40,A,1,1,1,0,0,ABK,
9.Ara,40,A,1,1,1,1,1,ABK,
9.Ara,40,A,1,0,0,1,1,ABK,
9.Ara,40,A,1,1,1,1,1,ABK,
9.Ara,40,A,1,0,0,1,1,ABK,
9.Ara,40,A,1,1,1,1,0,ABK,
9.Ara,40,A,1,0,0,1,0,ABK,
9.Ara,40,A,1,1,1,1,0,ABK,
9.Ara,40,A,1,0,0,1,0,ABK,
9.Ara,50,A,1,1,1,0,0,ABK,
9.Ara,50,A,1,0,0,0,0,ABK,
9.Ara,50,A,1,0,0,0,0,ABK,
9.Ara,50,A,1,0,0,0,1,ABK,
9.Ara,50,A,1,0,0,0,1,ABK,
9.Ara,50,A,1,0,0,0,1,ABK,
9.Ara,50,A,1,0,0,0,0,ABK,
9.Ara,50,A,1,1,1,0,0,ABK,
9.Ara,50,A,1,0,0,1,1,ABK,
9.Ara,50,A,1,0,0,1,1,ABK,
9.Ara,50,A,1,1,1,1,0,ABK,
9.Ara,50,A,1,1,1,1,0,ABK,
9.Ara,50,A,1,1,1,1,1,ABK,
9.Ara,50,A,1,1,1,1,1,ABK,
9.Ara,50,A,1,1,1,1,1,ABK,
9.Ara,50,A,1,1,1,1,0,ABK,
9.Ara,38,A,1,1,1,0,1,ABK,
9.Ara,38,A,1,0,0,0,1,ABK,
9.Ara,38,A,1,0,0,0,0,ABK,
9.Ara,38,A,1,0,0,0,0,ABK,
9.Ara,38,A,1,0,0,0,0,ABK,
9.Ara,38,A,1,0,0,0,1,ABK,
9.Ara,38,A,1,1,1,0,1,ABK,
9.Ara,38,A,1,1,1,0,0,ABK,
9.Ara,38,A,1,0,0,0,0,ABK,
9.Ara,38,A,1,1,1,1,0,ABK,
9.Ara,38,A,1,0,0,1,0,ABK,
9.Ara,38,A,1,1,1,1,0,ABK,
9.Ara,38,A,1,1,1,1,0,ABK,
9.Ara,38,A,1,1,1,1,1,ABK,
9.Ara,38,A,1,1,1,1,1,ABK,
9.Ara,38,A,1,1,1,1,1,ABK,
9.Ara,38,A,1,0,0,1,0,ABK,
9.Ara,41,A,1,1,1,0,0,ABK,
9.Ara,41,A,1,0,0,0,0,ABK,
9.Ara,41,A,1,0,0,0,0,ABK,
9.Ara,41,A,1,0,0,0,0,ABK,
9.Ara,41,A,1,1,1,1,0,ABK,
9.Ara,35,A,1,0,0,0,1,ABK,
9.Ara,35,A,1,0,0,0,0,ABK,
9.Ara,35,A,1,0,0,0,0,ABK,
9.Ara,35,A,1,0,0,0,0,ABK,
9.Ara,35,A,1,1,1,0,0,ABK,
9.Ara,35,A,1,0,0,0,0,ABK,
9.Ara,35,A,1,0,0,0,0,ABK,
9.Ara,35,A,1,0,0,0,0,ABK,
9.Ara,35,A,1,1,1,1,1,ABK,
9.Ara,35,A,1,1,1,1,1,ABK,
9.Ara,35,A,1,1,1,1,1,ABK,
9.Ara,35,A,1,1,1,1,0,ABK,
9.Ara,35,A,1,1,1,1,0,ABK,
9.Ara,30,A,1,1,1,0,0,ABK,
9.Ara,30,A,1,1,1,0,0,ABK,
9.Ara,30,A,1,1,1,0,1,ABK,
9.Ara,30,A,1,0,0,0,0,ABK,
9.Ara,30,A,1,0,0,0,0,ABK,
9.Ara,30,A,1,0,0,0,0,ABK,
9.Ara,30,A,1,1,1,0,0,ABK,
9.Ara,30,A,1,0,0,0,1,ABK,
9.Ara,30,A,1,0,0,0,1,ABK,
9.Ara,30,A,1,1,1,1,0,ABK,
9.Ara,30,A,1,1,1,1,0,ABK,
9.Ara,30,A,1,1,1,1,0,ABK,
9.Ara,30,A,1,1,1,1,1,ABK,
9.Ara,30,A,1,1,1,1,1,ABK,
9.Ara,3,A,1,0,0,0,1,ABK,
9.Ara,3,A,1,0,0,0,0,ABK,
9.Ara,3,A,1,0,0,0,0,ABK,
9.Ara,3,A,1,0,0,1,1,ABK,
9.Ara,3,A,1,1,1,1,1,ABK,
9.Ara,3,A,1,1,1,1,1,ABK,
9.Ara,3,A,1,1,1,1,0,ABK,
9.Ara,42,A,1,0,0,0,1,ABK,
9.Ara,42,A,1,0,0,0,1,ABK,
9.Ara,42,A,1,0,0,0,0,ABK,
9.Ara,42,A,1,0,0,0,0,ABK,
9.Ara,42,A,1,0,0,0,0,ABK,
9.Ara,42,A,1,0,0,0,1,ABK,
9.Ara,42,A,1,1,1,0,1,ABK,
9.Ara,42,A,1,0,0,1,0,ABK,
9.Ara,42,A,1,1,1,1,0,ABK,
9.Ara,42,A,1,0,0,1,1,ABK,
9.Ara,42,A,1,1,1,1,1,ABK,
9.Ara,42,A,1,1,1,1,0,ABK,
9.Ara,42,A,1,1,1,1,1,ABK,
9.Ara,42,A,1,1,1,1,1,ABK,
9.Ara,42,A,1,0,0,1,1,ABK,
9.Ara,42,A,1,1,1,1,1,ABK,
9.Ara,42,A,1,0,0,1,1,ABK,
9.Ara,1,C,1,1,1,0,0,KEW,
9.Ara,1,C,1,0,0,0,1,KEW,
9.Ara,1,C,1,0,0,0,1,KEW,
9.Ara,1,C,1,0,0,0,1,KEW,
9.Ara,1,C,1,0,0,0,0,KEW,
9.Ara,1,C,1,0,0,1,0,KEW,
9.Ara,1,C,1,0,0,0,0,KEW,
9.Ara,1,C,1,0,0,1,1,KEW,
9.Ara,1,C,1,0,0,0,1,KEW,
9.Ara,1,C,1,1,1,0,0,KEW,
9.Ara,1,C,1,1,1,0,1,KEW,
9.Ara,1,C,1,1,1,0,1,KEW,
9.Ara,1,C,1,1,1,1,1,KEW,
9.Ara,31,C,1,0,0,0,0,KEW,
9.Ara,31,C,1,1,1,0,1,KEW,
9.Ara,31,C,1,0,0,1,1,KEW,
9.Ara,10,C,1,0,0,0,1,KEW,
9.Ara,10,C,1,1,1,0,1,KEW,
9.Ara,10,C,1,0,0,0,0,KEW,
9.Ara,10,C,1,0,0,0,1,KEW,
9.Ara,10,C,1,0,0,1,1,KEW,
9.Ara,10,C,1,0,0,1,0,KEW,
9.Ara,52,A,1,1,1,1,1,HNT,
9.Ara,52,A,1,1,1,1,1,HNT,
9.Ara,52,A,1,1,1,1,1,HNT,
9.Ara,52,A,1,1,1,1,1,HNT,
9.Ara,52,A,1,0,1,1,1,HNT,
9.Ara,52,A,1,0,1,1,1,HNT,
9.Ara,52,A,1,0,1,1,0,HNT,
9.Ara,52,A,1,0,1,1,0,HNT,
9.Ara,52,A,1,0,0,1,0,HNT,
9.Ara,52,A,1,0,0,1,0,HNT,
9.Ara,52,A,1,0,0,1,1,HNT,
9.Ara,52,A,1,0,0,1,1,HNT,
9.Ara,52,A,1,0,0,1,1,HNT,WT
9.Ara,52,A,1,0,0,0,0,HNT,
9.Ara,52,A,1,0,0,0,1,HNT,
9.Ara,52,A,1,0,0,0,1,HNT,
9.Ara,52,A,1,0,0,0,1,HNT,
9.Ara,52,A,1,1,1,0,0,HNT,
9.Ara,52,A,1,0,1,0,0,HNT,
9.Ara,52,A,1,0,1,0,1,HNT,
9.Ara,37,A,1,0,0,1,0,HNT,
9.Ara,37,A,1,0,0,1,0,HNT,
9.Ara,37,A,1,0,0,1,1,HNT,
9.Ara,37,A,1,1,1,0,1,HNT,
9.Ara,37,A,1,1,1,0,1,HNT,
9.Ara,37,A,1,1,1,0,0,HNT,
9.Ara,37,A,1,1,1,1,1,HNT,
9.Ara,37,A,1,1,1,1,0,HNT,
9.Ara,37,A,1,1,1,1,0,HNT,
9.Ara,37,A,1,1,1,1,0,HNT,
9.Ara,37,A,1,1,1,1,0,HNT,
9.Ara,37,A,1,0,0,0,1,HNT,
9.Ara,37,A,1,0,1,0,1,HNT,WT
9.Ara,37,A,1,0,1,0,1,HNT,WT
9.Ara,37,A,1,0,1,0,0,HNT,WT
9.Ara,43,A,1,1,1,1,1,HNT,
9.Ara,43,A,1,0,1,1,0,HNT,
9.Ara,43,A,1,0,1,0,1,HNT,
9.Ara,43,A,1,0,1,0,0,HNT,
9.Ara,43,A,1,1,1,0,1,HNT,
9.Ara,43,A,1,0,1,0,1,HNT,
9.Ara,43,A,1,0,0,0,0,HNT,WT
9.Ara,43,A,1,0,0,0,0,HNT,WT
9.Ara,43,A,1,0,0,0,0,HNT,WT
9.Ara,43,A,1,0,0,0,0,HNT,WT
9.Ara,43,A,1,0,0,0,1,HNT,
9.Ara,19,A,1,0,0,0,1,HNT,
9.Ara,19,A,1,0,0,0,1,HNT,
9.Ara,19,A,1,1,0,0,0,HNT,WT
9.Ara,19,A,1,0,0,0,1,HNT,WT
9.Ara,19,A,1,1,1,0,1,HNT,
9.Ara,19,A,1,1,1,0,1,HNT,
9.Ara,19,A,1,1,1,0,1,HNT,
9.Ara,19,A,1,1,1,1,1,HNT,
9.Ara,19,A,1,1,1,1,0,HNT,
9.Ara,19,A,1,0,0,1,1,HNT,
9.Ara,19,A,1,0,0,1,0,HNT,
9.Ara,54,A,1,1,1,0,1,HNT,
9.Ara,54,A,1,1,1,0,0,HNT,
9.Ara,54,A,1,0,0,0,1,HNT,
9.Ara,54,A,1,0,0,0,1,HNT,
9.Ara,54,A,1,0,1,1,1,HNT,WT
9.Ara,54,A,1,0,1,1,1,HNT,WT
9.Ara,54,A,1,1,1,1,0,HNT,
9.Ara,54,A,1,1,1,1,0,HNT,
9.Ara,54,A,1,1,1,1,1,HNT,
9.Ara,49,A,1,0,0,0,1,HNT,
9.Ara,49,A,1,0,0,0,0,HNT,WT
9.Ara,49,A,1,0,0,0,0,HNT,WT
9.Ara,49,A,1,0,0,0,0,HNT,WT
9.Ara,49,A,1,0,0,0,0,HNT,WT
9.Ara,49,A,1,0,0,0,0,HNT,WT
9.Ara,49,A,1,0,0,0,0,HNT,WT
9.Ara,49,A,1,0,0,0,0,HNT,WT
9.Ara,49,A,1,0,0,0,0,HNT,WT
9.Ara,49,A,1,0,0,0,0,HNT,WT
9.Ara,49,A,1,1,1,1,0,HNT,
9.Ara,49,A,1,1,1,1,0,HNT,
9.Ara,49,A,1,0,1,1,1,HNT,
9.Ara,49,A,1,0,1,1,1,HNT,
9.Ara,49,A,1,0,0,1,0,HNT,
9.Ara,56,A,1,0,0,0,1,HNT,
9.Ara,56,A,1,0,0,0,0,HNT,WT
9.Ara,56,A,1,0,0,0,0,HNT,WT
9.Ara,56,A,1,0,0,0,0,HNT,WT
9.Ara,56,A,1,0,0,0,0,HNT,WT
9.Ara,56,A,1,0,0,0,0,HNT,WT
9.Ara,56,A,1,0,0,0,0,HNT,WT
9.Ara,56,A,1,1,1,0,0,HNT,
9.Ara,56,A,1,0,0,1,0,HNT,
9.Ara,56,A,1,1,1,1,0,HNT,
9.Ara,56,A,1,0,1,1,0,HNT,
9.Ara,56,A,1,1,1,1,1,HNT,
