Date,ViaNumber,Day,numbMales,ct,sd,y,se,Initials,Notes
Eyl.16,36,A,1,1,1,1,1,HNT,
Eyl.16,36,A,1,0,0,1,0,HNT,
Eyl.16,36,A,1,0,0,1,1,HNT,
Eyl.16,36,A,1,1,1,1,1,HNT,
Eyl.16,38,A,1,0,0,0,1,HNT,
Eyl.16,38,A,1,0,1,0,0,HNT,
Eyl.16,38,A,1,0,0,0,1,HNT,
Eyl.16,38,A,1,0,0,1,1,HNT,
Eyl.16,38,A,1,0,0,1,1,HNT,
Eyl.16,38,A,1,1,1,0,1,HNT,
Eyl.16,38,A,1,0,0,1,0,HNT,
Eyl.16,27,A,1,0,0,1,1,HNT,
Eyl.16,27,A,1,1,1,1,1,HNT,
Eyl.16,27,A,1,0,0,1,1,HNT,
Eyl.16,27,A,1,0,0,1,1,HNT,
Eyl.16,27,A,1,1,1,1,0,HNT,
Eyl.16,27,A,1,0,0,1,1,HNT,
Eyl.16,27,A,1,0,0,0,1,HNT,
Eyl.16,27,A,1,1,1,0,0,HNT,
Eyl.16,33,A,1,0,0,0,1,HNT,
Eyl.16,33,A,1,0,0,0,0,HNT,
Eyl.16,33,A,1,0,0,1,1,HNT,
Eyl.16,33,A,1,0,0,1,1,HNT,
Eyl.16,35,A,1,0,0,0,1,HNT,
Eyl.16,35,A,1,1,1,1,1,HNT,
Eyl.16,64,B,1,0,0,1,0,UHA,
Eyl.16,64,B,1,1,1,0,0,UHA,
Eyl.16,64,B,1,0,0,0,0,UHA,
Eyl.16,64,B,1,0,0,1,1,UHA,
Eyl.16,64,B,1,0,0,1,0,UHA,
Eyl.16,64,B,1,0,0,1,1,UHA,
Eyl.16,64,B,1,1,1,1,0,UHA,
Eyl.16,64,B,1,0,1,0,0,UHA,
Eyl.16,64,B,1,0,1,0,0,UHA,
Eyl.16,64,B,1,1,1,0,0,UHA,
Eyl.16,64,B,1,0,0,0,1,UHA,
Eyl.16,64,B,1,1,1,1,0,UHA,
Eyl.16,64,B,1,1,1,1,1,UHA,
Eyl.16,74,B,1,0,0,1,1,UHA,
Eyl.16,74,B,1,0,0,0,0,UHA,
Eyl.16,74,B,1,0,0,0,0,UHA,
Eyl.16,74,B,1,0,0,0,1,UHA,
Eyl.16,74,B,1,0,0,0,1,UHA,
Eyl.16,74,B,1,0,0,0,0,UHA,
Eyl.16,74,B,1,1,1,1,0,UHA,
Eyl.16,74,B,1,1,1,1,1,UHA,
Eyl.16,74,B,1,0,0,1,1,UHA,
Eyl.16,74,B,1,1,1,1,0,UHA,
Eyl.16,74,B,1,0,0,0,0,UHA,
Eyl.16,74,B,1,0,0,0,1,UHA,
Eyl.16,71,B,1,1,1,0,0,UHA,
Eyl.16,71,B,1,0,0,0,1,UHA,
Eyl.16,71,B,1,1,1,1,0,UHA,
Eyl.16,71,B,1,1,1,0,0,UHA,
Eyl.16,71,B,1,1,1,1,1,UHA,
Eyl.16,71,B,1,0,0,0,0,UHA,
Eyl.16,71,B,1,0,0,0,0,UHA,
Eyl.16,71,B,1,0,1,0,0,UHA,
Eyl.16,22,B,1,1,1,0,0,UHA,
Eyl.16,22,B,1,1,1,1,0,UHA,
Eyl.16,22,B,1,0,0,0,1,UHA,
Eyl.16,18,B,3,0,0,0,0,UHA,
Eyl.16,18,B,1,1,1,1,0,UHA,
Eyl.16,18,B,1,0,0,1,0,UHA,
Eyl.16,59,B,3,0,0,0,1,UHA,
Eyl.16,59,B,2,0,0,0,0,UHA,
Eyl.16,59,B,1,1,1,0,0,UHA,
Eyl.16,59,B,1,0,0,1,0,UHA,
Eyl.16,53,B,2,1,1,1,0,UHA,
Eyl.16,53,B,1,0,0,0,0,UHA,
Eyl.16,53,B,1,1,1,0,0,UHA,
Eyl.16,53,B,1,0,0,1,1,UHA,
Eyl.16,57,B,7,1,1,1,0,UHA,
Eyl.16,57,B,3,0,0,0,0,UHA,
Eyl.16,57,B,2,0,0,1,1,UHA,
Eyl.16,57,B,1,1,1,0,0,UHA,
Eyl.16,21,B,1,0,0,0,0,UHA,
Eyl.16,21,B,1,0,0,1,1,UHA,
Eyl.16,63,B,2,0,0,1,1,UHA,
Eyl.16,63,B,1,1,1,1,0,UHA,
Eyl.16,63,B,2,0,0,0,0,UHA,
Eyl.16,56,B,3,0,0,0,0,UHA,
Eyl.16,56,B,1,0,1,0,0,UHA,
Eyl.16,56,B,2,1,1,0,0,UHA,
Eyl.16,56,B,1,0,0,0,0,UHA,
Eyl.16,56,B,5,0,0,1,1,UHA,
Eyl.16,56,B,1,1,1,1,0,UHA,
Eyl.16,56,B,1,1,1,1,1,UHA,
Eyl.16,56,B,1,1,1,1,0,UHA,
Eyl.16,56,B,1,0,0,1,0,UHA,
Eyl.16,64,B,1,1,1,1,0,UHA,
Eyl.16,66,B,1,0,0,0,1,KEW,
Eyl.16,66,B,1,0,0,0,1,KEW,
Eyl.16,66,B,1,0,0,0,0,KEW,
Eyl.16,66,B,1,0,0,0,0,KEW,
Eyl.16,66,B,1,0,0,0,0,KEW,
Eyl.16,66,B,1,1,1,1,0,KEW,
Eyl.16,66,B,1,1,1,1,1,KEW,
Eyl.16,66,B,1,1,1,1,1,KEW,
Eyl.16,66,B,1,0,0,1,1,KEW,
Eyl.16,66,B,1,0,0,1,1,KEW,
Eyl.16,66,B,1,0,0,1,0,KEW,
Eyl.16,66,B,1,0,0,1,1,KEW,
Eyl.16,67,B,1,0,0,1,1,KEW,
Eyl.16,67,B,1,0,0,1,1,KEW,
Eyl.16,67,B,1,0,0,1,0,KEW,
Eyl.16,67,B,1,1,1,1,0,KEW,
Eyl.16,67,B,1,0,0,1,0,KEW,
Eyl.16,67,B,1,0,0,1,0,KEW,
Eyl.16,67,B,1,0,0,1,1,KEW,
Eyl.16,67,B,1,0,0,0,0,KEW,
Eyl.16,67,B,1,0,0,0,0,KEW,
Eyl.16,67,B,1,0,0,0,0,KEW,
Eyl.16,67,B,1,0,0,0,0,KEW,
Eyl.16,67,B,1,1,1,0,0,KEW,
Eyl.16,65,B,1,1,1,1,0,KEW,
Eyl.16,65,B,1,1,1,1,0,KEW,
Eyl.16,65,B,1,0,0,1,1,KEW,
Eyl.16,65,B,1,0,0,1,0,KEW,
Eyl.16,65,B,1,0,0,0,0,KEW,
Eyl.16,65,B,1,0,0,0,0,KEW,
Eyl.16,65,B,1,0,0,0,0,KEW,
Eyl.16,65,B,1,0,0,0,1,KEW,
Eyl.16,65,B,1,1,1,1,0,KEW,
Eyl.16,62,B,1,1,1,1,0,KEW,
Eyl.16,62,B,1,1,1,1,1,KEW,
Eyl.16,62,B,1,1,1,1,1,KEW,
Eyl.16,62,B,1,0,0,1,1,KEW,
Eyl.16,62,B,1,0,0,1,1,KEW,
Eyl.16,62,B,1,1,1,1,0,KEW,
Eyl.16,62,B,1,0,1,1,0,KEW,
Eyl.16,61,B,1,0,0,1,1,KEW,
Eyl.16,79,B,1,0,0,0,0,KEW,
Eyl.16,79,B,1,0,0,0,0,KEW,
Eyl.16,79,B,1,0,0,0,1,KEW,
Eyl.16,79,B,1,1,1,1,0,KEW,
Eyl.16,79,B,1,1,1,1,0,KEW,
Eyl.16,79,B,1,0,0,1,0,KEW,
Eyl.16,79,B,1,0,0,1,0,KEW,
Eyl.16,79,B,1,0,0,1,0,KEW,
Eyl.16,79,B,1,0,0,1,1,KEW,
Eyl.16,29,B,1,0,0,1,0,UHA,
Eyl.16,29,B,1,1,1,1,0,UHA,
Eyl.16,29,B,1,0,0,1,0,UHA,
Eyl.16,29,B,1,1,1,1,0,UHA,
Eyl.16,29,B,1,1,1,0,0,UHA,
Eyl.16,77,B,1,0,0,0,0,UHA,
Eyl.16,77,B,1,1,1,1,0,UHA,
Eyl.16,77,B,1,0,0,1,0,UHA,
Eyl.16,77,B,1,0,0,1,0,UHA,
Eyl.16,77,B,1,0,0,0,1,UHA,
Eyl.16,77,B,1,0,0,0,1,UHA,
Eyl.16,77,B,1,1,1,1,1,UHA,
Eyl.16,77,B,1,1,1,1,0,UHA,
Eyl.16,77,B,1,0,0,1,0,UHA,
Eyl.16,77,B,1,0,0,1,0,UHA,
Eyl.16,77,B,1,0,0,0,0,UHA,
Eyl.16,77,B,1,0,0,0,0,UHA,
Eyl.16,77,B,1,0,0,0,0,UHA,
Eyl.16,77,B,1,0,0,0,1,UHA,
Eyl.16,77,B,1,0,0,0,1,UHA,
Eyl.16,77,B,1,1,1,1,0,UHA,
Eyl.17,89,A,1,1,1,0,0,ABK,
Eyl.17,89,A,1,0,0,0,0,ABK,
Eyl.17,89,A,1,1,1,1,0,ABK,
Eyl.17,89,A,1,1,1,1,0,ABK,
Eyl.17,89,A,1,1,1,1,0,ABK,
Eyl.17,89,A,1,0,0,1,0,ABK,
Eyl.17,81,A,1,0,0,0,1,ABK,
Eyl.17,81,A,1,1,1,1,0,ABK,
Eyl.17,81,A,1,1,1,1,0,ABK,
Eyl.17,81,A,1,1,1,1,0,ABK,
Eyl.17,81,A,1,0,0,1,0,ABK,
Eyl.17,82,A,1,1,1,0,0,ABK,
Eyl.17,82,A,1,0,0,0,0,ABK,
Eyl.17,82,A,1,0,0,0,0,ABK,
Eyl.17,82,A,1,0,0,1,1,ABK,
Eyl.17,82,A,1,1,1,1,1,ABK,
Eyl.17,91,A,1,0,0,0,1,ABK,
Eyl.17,91,A,1,0,0,0,1,ABK,
Eyl.17,91,A,1,0,0,0,1,ABK,
Eyl.17,91,A,1,1,1,0,1,ABK,
Eyl.17,91,A,1,1,1,0,1,ABK,
Eyl.17,91,A,1,0,0,0,0,ABK,
Eyl.17,91,A,1,0,0,0,0,ABK,
Eyl.17,91,A,1,0,0,0,0,ABK,
Eyl.17,91,A,1,0,0,0,1,ABK,
Eyl.17,91,A,1,1,1,0,0,ABK,
Eyl.17,91,A,1,0,0,1,1,ABK,
Eyl.17,91,A,1,1,1,1,1,ABK,
Eyl.17,91,A,1,1,1,1,1,ABK,
Eyl.17,91,A,1,1,1,1,1,ABK,
Eyl.17,91,A,1,1,1,1,1,ABK,
Eyl.17,91,A,1,1,1,1,0,ABK,
Eyl.17,91,A,1,1,1,1,0,ABK,
Eyl.17,91,A,1,1,1,1,0,ABK,
Eyl.17,91,A,1,1,1,1,0,ABK,
Eyl.17,91,A,1,1,1,1,0,ABK,
Eyl.17,91,A,1,0,0,1,0,ABK,
Eyl.17,92,A,1,0,0,0,1,ABK,
Eyl.17,92,A,1,0,0,0,1,ABK,
Eyl.17,92,A,1,0,0,0,1,ABK,
Eyl.17,92,A,1,0,0,0,0,ABK,
Eyl.17,92,A,1,0,0,0,0,ABK,
Eyl.17,92,A,1,0,0,0,0,ABK,
Eyl.17,92,A,1,0,0,0,1,ABK,
Eyl.17,92,A,1,0,0,0,1,ABK,
Eyl.17,92,A,1,1,1,1,1,ABK,
Eyl.17,92,A,1,1,1,1,1,ABK,
Eyl.17,92,A,1,1,1,1,1,ABK,
Eyl.17,92,A,1,1,1,1,1,ABK,
Eyl.17,92,A,1,1,1,1,1,ABK,
Eyl.17,92,A,1,1,1,1,1,ABK,
Eyl.17,92,A,1,1,1,1,0,ABK,
Eyl.17,92,A,1,1,1,1,0,ABK,
Eyl.17,92,A,1,0,0,1,0,ABK,
Eyl.17,93,A,1,1,1,0,1,ABK,
Eyl.17,93,A,1,1,1,0,1,ABK,
Eyl.17,93,A,1,1,1,0,1,ABK,
Eyl.17,93,A,1,0,0,1,1,ABK,
Eyl.17,93,A,1,0,0,1,1,ABK,
Eyl.17,93,A,1,1,1,1,1,ABK,
Eyl.17,93,A,1,0,0,1,0,ABK,
Eyl.17,93,A,1,1,1,1,0,ABK,
Eyl.17,94,A,1,1,1,0,1,ABK,
Eyl.17,94,A,1,1,1,1,1,ABK,
Eyl.17,94,A,1,0,0,1,1,ABK,
Eyl.17,94,A,1,1,1,1,0,ABK,
Eyl.17,95,A,1,0,0,0,1,ABK,
Eyl.17,95,A,1,0,0,0,1,ABK,
Eyl.17,95,A,1,0,0,0,0,ABK,
Eyl.17,95,A,1,0,0,0,0,ABK,
Eyl.17,95,A,1,0,0,0,0,ABK,
Eyl.17,95,A,1,0,0,0,0,ABK,
Eyl.17,95,A,1,0,0,0,0,ABK,
Eyl.17,95,A,1,0,0,0,1,ABK,
Eyl.17,95,A,1,1,1,1,0,ABK,
Eyl.17,95,A,1,1,1,1,0,ABK,
Eyl.17,95,A,1,1,1,1,0,ABK,
Eyl.17,95,A,1,0,0,1,0,ABK,
Eyl.17,96,A,1,0,0,0,1,ABK,
Eyl.17,96,A,1,0,0,0,1,ABK,
Eyl.17,96,A,1,0,0,0,0,ABK,
Eyl.17,96,A,1,1,1,1,1,ABK,
Eyl.17,96,A,1,1,1,0,1,ABK,
Eyl.17,96,A,1,1,1,0,0,ABK,
Eyl.17,96,A,1,1,1,0,0,ABK,
Eyl.17,96,A,1,1,1,0,0,ABK,
Eyl.17,90,A,1,0,0,0,1,ABK,
Eyl.17,90,A,1,1,1,1,1,ABK,
Eyl.17,90,A,1,0,0,1,1,ABK,
Eyl.17,90,A,1,0,0,1,1,ABK,
Eyl.17,90,A,1,0,0,1,1,ABK,
Eyl.17,90,A,1,0,0,1,0,ABK,
Eyl.17,90,A,1,0,0,1,0,ABK,
Eyl.17,77,A,1,0,0,0,1,ABK,
Eyl.17,77,A,1,0,0,0,0,ABK,
Eyl.17,77,A,1,0,0,0,0,ABK,
Eyl.17,77,A,1,0,0,0,0,ABK,
Eyl.17,77,A,1,0,0,0,0,ABK,
Eyl.17,77,A,1,1,1,0,1,ABK,
Eyl.17,77,A,1,1,1,0,0,ABK,
Eyl.17,77,A,1,0,0,1,1,ABK,
Eyl.17,77,A,1,0,0,1,1,ABK,
Eyl.17,77,A,1,0,0,1,1,ABK,
Eyl.17,77,A,1,0,0,1,1,ABK,
Eyl.17,77,A,1,0,0,1,1,ABK,
Eyl.17,77,A,1,1,1,1,1,ABK,
Eyl.17,77,A,1,1,1,1,1,ABK,
Eyl.17,77,A,1,1,1,1,0,ABK,
Eyl.17,76,A,1,0,0,0,1,ABK,
Eyl.17,76,A,1,1,1,0,0,ABK,
Eyl.17,76,A,1,1,1,0,1,ABK,
Eyl.17,76,A,1,1,1,1,1,ABK,
Eyl.17,76,A,1,1,1,1,1,ABK,
Eyl.17,76,A,1,0,0,1,1,ABK,
Eyl.17,76,A,1,0,0,1,0,ABK,
Eyl.17,75,A,1,0,0,0,1,ABK,
Eyl.17,75,A,1,1,1,1,1,ABK,
Eyl.17,75,A,1,1,1,1,1,ABK,
Eyl.17,75,A,1,1,1,1,1,ABK,
Eyl.17,75,A,1,1,1,1,0,ABK,
Eyl.17,73,A,1,0,0,0,0,ABK,
Eyl.17,73,A,1,0,0,0,0,ABK,
Eyl.17,73,A,1,0,0,1,0,ABK,
Eyl.17,73,A,1,1,1,1,0,ABK,
Eyl.17,71,A,1,0,0,0,1,ABK,
Eyl.17,71,A,1,0,0,0,1,ABK,
Eyl.17,80,B,2,0,0,0,0,UHA,
Eyl.17,80,B,1,0,0,1,1,UHA,
Eyl.17,80,B,1,0,0,1,0,UHA,
Eyl.17,95,B,1,1,1,1,1,UHA,
Eyl.17,95,B,1,1,1,1,0,UHA,
Eyl.17,95,B,2,0,0,1,0,UHA,
Eyl.17,95,B,1,0,1,0,0,UHA,
Eyl.17,95,B,1,0,0,0,1,UHA,
Eyl.17,95,B,1,0,0,1,1,UHA,
Eyl.17,95,B,1,0,1,1,1,UHA,
Eyl.17,95,B,1,0,0,0,0,UHA,
Eyl.17,79,B,1,0,0,0,0,UHA,
Eyl.17,79,B,1,1,1,0,1,UHA,
Eyl.17,79,B,1,0,0,1,0,UHA,
Eyl.17,79,B,1,0,0,1,1,UHA,
Eyl.17,79,B,1,0,1,1,0,UHA,
Eyl.17,79,B,2,0,0,0,1,UHA,
Eyl.17,79,B,1,0,1,0,1,UHA,
Eyl.17,79,B,1,0,1,1,1,UHA,
Eyl.17,84,B,1,1,1,0,1,UHA,
Eyl.17,84,B,2,1,1,1,0,UHA,
Eyl.17,87,B,2,1,1,1,0,UHA,
Eyl.17,87,B,1,0,0,1,1,UHA,
Eyl.17,87,B,2,1,1,1,1,UHA,
Eyl.17,87,B,1,0,0,0,1,UHA,
Eyl.17,87,B,1,0,0,0,0,UHA,
Eyl.17,92,B,3,0,0,0,1,UHA,
Eyl.17,92,B,2,1,1,1,0,UHA,
Eyl.17,92,B,1,1,1,1,1,UHA,
Eyl.17,92,B,1,0,1,1,1,UHA,
Eyl.17,92,B,1,0,0,1,1,UHA,
Eyl.17,92,B,1,1,1,1,1,UHA,
Eyl.17,92,B,1,0,0,0,0,UHA,
Eyl.17,39,B,1,1,1,0,0,UHA,
Eyl.17,39,B,2,0,0,0,1,UHA,
Eyl.17,39,B,1,0,0,0,0,UHA,
Eyl.17,39,B,1,1,1,1,0,UHA,
Eyl.17,19,B,2,0,0,0,0,UHA,
Eyl.17,19,B,2,0,0,1,0,UHA,
Eyl.17,19,B,1,1,1,1,1,UHA,
Eyl.17,55,B,4,0,0,1,0,UHA,
Eyl.17,55,B,2,1,1,1,0,UHA,
Eyl.17,55,B,2,1,1,1,1,UHA,
Eyl.17,55,B,4,0,0,0,0,UHA,
Eyl.17,55,B,2,1,1,0,0,UHA,
Eyl.17,52,B,1,1,1,1,0,UHA,
Eyl.17,52,B,1,0,0,1,1,UHA,
Eyl.17,52,B,1,1,1,1,1,UHA,
Eyl.17,52,B,1,0,0,0,1,UHA,
Eyl.17,31,B,2,1,1,0,0,UHA,
Eyl.17,31,B,1,1,1,0,1,UHA,
Eyl.17,31,B,1,1,1,1,0,UHA,
Eyl.17,31,B,1,0,0,1,1,UHA,
Eyl.17,43,B,2,0,0,0,0,UHA,
Eyl.17,43,B,2,1,1,1,0,UHA,
Eyl.17,43,B,1,0,0,1,0,UHA,
Eyl.17,43,B,2,0,0,1,1,UHA,
Eyl.17,43,B,1,0,0,0,1,UHA,
Eyl.17,42,B,1,0,0,1,1,UHA,
Eyl.17,42,B,1,0,0,1,0,UHA,
Eyl.17,42,B,2,1,1,1,0,UHA,
Eyl.17,4,B,1,0,0,0,0,UHA,
Eyl.17,4,B,3,1,1,1,0,UHA,
Eyl.17,4,B,1,0,0,0,1,UHA,
Eyl.17,40,B,1,1,1,1,1,UHA,
Eyl.17,40,B,2,0,0,0,0,UHA,
Eyl.17,50,B,1,0,0,0,0,UHA,
Eyl.17,50,B,1,0,0,0,0,UHA,
Eyl.17,50,B,1,1,1,1,1,UHA,
Eyl.17,50,B,1,0,1,0,1,UHA,
Eyl.17,50,B,1,0,0,0,0,UHA,
Eyl.17,50,B,1,0,0,1,1,UHA,
Eyl.17,50,B,1,0,0,1,1,UHA,
Eyl.17,50,B,1,0,0,1,1,UHA,
Eyl.17,50,B,1,0,0,1,1,UHA,
Eyl.17,50,B,1,1,1,1,1,UHA,
Eyl.17,50,B,1,0,0,0,0,UHA,
Eyl.17,59,B,1,0,0,0,1,UHA,
Eyl.17,59,B,1,0,0,0,1,UHA,
Eyl.17,59,B,3,1,1,1,1,UHA,
Eyl.17,59,B,1,0,0,1,1,UHA,
Eyl.17,59,B,1,0,0,0,1,UHA,
Eyl.17,59,B,1,0,0,1,0,UHA,
Eyl.17,59,B,1,1,1,1,1,UHA,
Eyl.17,59,B,1,0,0,1,1,UHA,
Eyl.17,59,B,1,1,1,1,0,UHA,
Eyl.17,59,B,1,0,0,0,0,UHA,
Eyl.17,59,B,1,0,0,0,0,UHA,
Eyl.17,59,B,1,0,0,0,1,UHA,
Eyl.17,55,B,1,1,1,1,0,UHA,
Eyl.17,55,B,1,1,1,1,0,UHA,
Eyl.17,55,B,1,1,1,1,1,UHA,
Eyl.17,55,B,1,0,0,1,1,UHA,
Eyl.17,55,B,1,0,0,0,1,UHA,
Eyl.17,55,B,1,0,0,0,1,UHA,
Eyl.17,55,B,1,1,1,1,1,UHA,
Eyl.17,55,B,1,0,0,0,0,UHA,
Eyl.17,55,B,1,0,0,0,0,UHA,
Eyl.17,55,B,1,0,0,0,0,UHA,
Eyl.17,63,B,1,1,1,1,0,UHA,
Eyl.17,63,B,1,1,1,1,1,UHA,
Eyl.17,63,B,1,0,0,0,1,UHA,
Eyl.17,63,B,1,0,0,1,0,UHA,
Eyl.17,63,B,1,0,0,1,0,UHA,
Eyl.17,63,B,1,0,1,0,0,UHA,
Eyl.17,63,B,1,1,1,0,0,UHA,
Eyl.17,63,B,1,1,1,1,1,UHA,
Eyl.17,63,B,1,0,1,1,1,UHA,
Eyl.17,63,B,1,0,0,1,0,UHA,
Eyl.17,63,B,1,0,0,0,1,UHA,
Eyl.17,63,B,1,0,0,1,0,UHA,
Eyl.17,63,B,1,1,1,1,0,UHA,
Eyl.17,42,B,1,0,0,0,0,UHA,
Eyl.17,42,B,2,0,1,0,0,UHA,
Eyl.17,42,B,1,1,1,1,0,UHA,
Eyl.17,42,B,1,0,0,0,1,UHA,
Eyl.17,42,B,4,0,0,0,0,UHA,
Eyl.17,42,B,1,1,1,0,0,UHA,
Eyl.17,39,B,3,1,1,1,0,UHA,
Eyl.17,39,B,1,0,0,0,0,UHA,
Eyl.17,39,B,1,0,0,0,1,UHA,
Eyl.17,38,B,1,0,0,0,1,UHA,
Eyl.17,38,B,1,0,0,0,0,UHA,
Eyl.17,50,B,1,1,1,0,0,UHA,
Eyl.17,50,B,2,1,1,1,1,UHA,
Eyl.17,50,B,1,0,1,0,0,UHA,
Eyl.17,50,B,3,0,0,0,0,UHA,
Eyl.17,50,B,1,0,0,0,1,UHA,
Eyl.17,50,B,1,0,0,1,0,UHA,
Eyl.17,56,B,1,0,0,0,1,UHA,
Eyl.17,56,B,1,0,0,0,0,UHA,
Eyl.17,56,B,1,1,1,0,0,UHA,
Eyl.17,56,B,1,1,1,0,0,UHA,
Eyl.17,56,B,1,0,1,1,0,UHA,
Eyl.17,56,B,1,1,1,1,1,UHA,
Eyl.17,56,B,1,1,1,1,0,UHA,
Eyl.17,37,B,2,0,0,0,0,ABK,
Eyl.17,37,B,1,1,1,1,0,ABK,
Eyl.17,37,B,1,0,0,1,0,ABK,
Eyl.17,37,B,1,0,0,0,1,ABK,
Eyl.17,3,B,1,1,1,0,0,ABK,
Eyl.17,3,B,1,1,1,0,1,ABK,
Eyl.17,3,B,1,0,0,1,0,ABK,
Eyl.17,3,B,1,1,1,1,0,ABK,
Eyl.17,3,B,1,1,1,1,1,ABK,
Eyl.17,3,B,1,1,1,0,1,ABK,
Eyl.17,73,B,1,1,1,1,1,ABK,
Eyl.17,73,B,4,1,1,1,0,ABK,
Eyl.17,73,B,1,0,0,1,0,ABK,
Eyl.17,73,B,1,0,0,1,1,ABK,
Eyl.17,73,B,1,1,1,0,0,ABK,
Eyl.17,73,B,2,1,1,0,1,ABK,
Eyl.17,73,B,2,0,0,0,1,ABK,
Eyl.17,73,B,1,0,1,1,0,ABK,
Eyl.17,52,B,2,1,1,0,0,ABK,
Eyl.17,52,B,1,1,1,1,0,ABK,
Eyl.17,52,B,1,1,1,1,1,ABK,
Eyl.17,52,B,3,0,0,0,1,ABK,
Eyl.17,52,B,2,0,0,0,0,ABK,
Eyl.17,27,B,1,1,1,1,0,ABK,
Eyl.17,27,B,1,1,1,1,1,ABK,
Eyl.17,27,B,1,0,0,1,0,ABK,
Eyl.17,27,B,1,0,0,1,1,ABK,
Eyl.17,27,B,1,0,0,0,0,ABK,
Eyl.17,27,B,1,1,1,0,0,ABK,
Eyl.17,33,B,1,1,1,1,0,ABK,
Eyl.17,33,B,1,0,0,1,1,ABK,
Eyl.17,41,B,3,0,0,0,1,ABK,
Eyl.17,41,B,1,0,0,0,0,ABK,
Eyl.17,41,B,1,1,1,0,0,ABK,
Eyl.17,41,B,2,1,1,1,0,ABK,
Eyl.17,41,B,1,1,1,1,1,ABK,
Eyl.17,41,B,1,0,0,1,1,ABK,
Eyl.17,41,B,1,0,1,1,1,ABK,
Eyl.17,41,B,3,0,0,0,1,ABK,
Eyl.17,4,B,1,1,1,1,1,UHA,
Eyl.17,4,B,1,0,0,1,1,UHA,
Eyl.17,4,B,2,0,0,0,1,UHA,
Eyl.17,4,B,1,0,0,1,0,UHA,
Eyl.17,5,B,1,1,1,1,0,UHA,
Eyl.17,5,B,2,1,1,0,0,UHA,
Eyl.17,5,B,2,0,0,0,1,UHA,
Eyl.17,5,B,1,1,1,1,1,UHA,
Eyl.17,5,B,1,0,1,0,1,UHA,
Eyl.17,51,B,1,0,0,1,1,UHA,
Eyl.17,51,B,2,1,1,0,0,UHA,
Eyl.17,51,B,1,1,1,1,1,UHA,
Eyl.17,51,B,1,0,0,0,0,UHA,
Eyl.17,51,B,2,0,0,0,1,UHA,
Eyl.17,13,B,1,0,0,0,0,UHA,
Eyl.17,1,B,1,0,0,0,1,UHA,
Eyl.17,13,B,1,1,1,0,0,UHA,
Eyl.17,94,B,3,0,0,0,1,UHA,
Eyl.17,94,B,1,1,1,1,1,UHA,
Eyl.17,94,B,2,0,0,1,1,UHA,
Eyl.17,94,B,1,0,0,1,0,UHA,
Eyl.17,94,B,1,0,1,1,0,UHA,
Eyl.17,94,B,1,1,1,0,0,UHA,
Eyl.17,65,B,1,1,1,0,1,UHA,
Eyl.17,65,B,1,1,1,1,1,UHA,
Eyl.17,65,B,1,1,1,1,0,UHA,
Eyl.17,65,B,1,0,0,1,1,UHA,
Eyl.17,65,B,1,0,0,0,0,UHA,
Eyl.17,65,B,2,1,1,0,0,UHA,
Eyl.17,65,B,1,0,0,0,1,UHA,
Eyl.17,65,B,1,1,1,1,0,UHA,
Eyl.17,76,B,1,1,1,1,0,UHA,
Eyl.17,76,B,1,1,1,0,0,UHA,
Eyl.17,76,B,2,0,0,0,1,UHA,
Eyl.17,76,B,1,0,0,0,0,UHA,
Eyl.17,77,B,2,0,0,0,1,UHA,
Eyl.17,77,B,1,0,1,0,0,UHA,
Eyl.17,57,B,1,1,1,0,0,UHA,
Eyl.17,57,B,1,0,0,0,1,UHA,
Eyl.17,57,B,2,0,0,0,0,UHA,
Eyl.17,57,B,1,0,1,0,0,UHA,
Eyl.17,57,B,1,1,1,1,1,UHA,
Eyl.17,57,B,1,0,1,1,0,UHA,
Eyl.17,57,B,1,0,1,1,1,UHA,
Eyl.17,57,B,1,1,1,1,0,UHA,
Eyl.17,88,B,1,0,0,0,1,UHA,
Eyl.17,88,B,2,1,1,1,1,UHA,
Eyl.17,88,B,1,0,0,0,0,UHA,
Eyl.17,88,B,1,0,1,1,0,UHA,
Eyl.17,88,B,1,0,0,1,1,UHA,
Eyl.17,88,B,1,0,1,1,1,UHA,
Eyl.17,88,B,2,0,0,0,1,UHA,
Eyl.17,88,B,2,0,0,1,0,UHA,
Eyl.17,88,B,3,0,1,0,0,UHA,
Eyl.17,88,B,1,1,1,1,1,UHA,
Eyl.17,88,B,1,0,0,0,0,UHA,
Eyl.17,96,B,1,0,0,1,1,UHA,
Eyl.17,96,B,1,0,0,1,0,UHA,
Eyl.17,96,B,3,1,1,1,1,UHA,
Eyl.17,96,B,2,0,0,1,0,UHA,
Eyl.17,96,B,3,1,1,0,0,UHA,
Eyl.17,96,B,3,0,0,0,0,UHA,
Eyl.17,85,B,4,0,0,0,1,UHA,
Eyl.17,85,B,2,0,0,0,0,UHA,
Eyl.17,85,B,1,1,1,0,0,UHA,
Eyl.17,85,B,1,1,1,1,1,UHA,
Eyl.17,41,B,2,0,0,1,0,UHA,
Eyl.17,41,B,1,1,1,1,0,UHA,
Eyl.17,41,B,1,0,1,1,1,UHA,
Eyl.17,41,B,1,1,1,1,1,UHA,
Eyl.17,74,B,1,0,1,0,0,NRR,
Eyl.17,74,B,4,0,0,0,0,UHA,
Eyl.17,74,B,2,1,1,1,0,UHA,
Eyl.17,74,B,1,0,0,1,1,UHA,
