Date,Vial #,Day (letter of vial),# females,# males,Sum of phenotypes,Wildtype,Vellow/vermillion,Yellow only,Vermillion only,Phenotyped by:
25-Jul,55,A,0,2,2,0,1,0,1,SBL
25-Jul,56,A,0,2,2,0,0,2,0,SBL
25-Jul,58,A,0,1,1,0,1,0,0,SBL
25-Jul,60,A,1,0,0,0,0,0,0,SBL
25-Jul,62,A,0,1,1,0,0,0,1,SBL
25-Jul,14,E,0,1,1,0,1,0,0,SBL
25-Jul,11,H,3,6,6,5,1,0,0,SBL
25-Jul,27,H,2,0,0,0,0,0,0,SBL
25-Jul,28,H,0,1,1,0,1,0,0,SBL
25-Jul,39,H,0,3,3,1,2,0,0,SBL
25-Jul,47,H,16,14,14,1,3,7,3,SBL
25-Jul,56,H,1,6,6,2,2,2,0,SBL
25-Jul,59,H,10,18,18,6,2,6,4,SBL
25-Jul,62,H,0,4,4,2,1,0,1,SBL
25-Jul,67,H,1,0,0,0,0,0,0,SBL
25-Jul,68,H,2,1,1,1,0,0,0,SBL
25-Jul,75,H,0,5,5,0,2,1,2,SBL
25-Jul,78,H,14,5,5,2,1,1,1,SBL
25-Jul,79,H,4,1,1,0,0,1,0,SBL
25-Jul,80,H,10,3,3,0,0,2,1,SBL
25-Jul,1,I,1,1,1,1,0,0,0,SBL
25-Jul,15,I,3,1,1,0,0,1,0,SBL
25-Jul,27,I,0,2,2,2,0,0,0,SBL
25-Jul,30,I,0,2,2,0,1,1,0,SBL
25-Jul,33,I,0,4,4,1,2,0,1,SBL
25-Jul,34,I,10,6,6,3,1,1,1,SBL
25-Jul,39,I,0,2,2,0,1,0,1,SBL
25-Jul,42,I,0,1,1,0,1,0,0,SBL
25-Jul,44,I,5,8,8,2,2,3,1,SBL
25-Jul,46,I,0,2,2,1,0,1,0,SBL
25-Jul,49,I,2,5,4,1,1,2,0,SBL
25-Jul,57,I,6,4,4,2,1,1,0,SBL
25-Jul,73,I,6,9,9,4,1,2,2,SBL
24-Jul,39,G,1,0,0,0,0,0,0,KLM
24-Jul,42,G,1,0,0,0,0,0,0,KLM
24-Jul,61,G,2,3,3,0,1,1,1,KLM
24-Jul,62,G,0,1,1,1,0,0,0,KLM
24-Jul,67,G,0,3,3,1,0,1,1,KLM
24-Jul,68,G,4,3,3,0,0,0,3,KLM
24-Jul,73,G,4,4,4,0,1,2,1,KLM
24-Jul,80,G,9,8,8,1,1,4,2,KLM
24-Jul,79,F,6,4,4,2,1,1,0,KLM
24-Jul,80,F,1,2,2,0,0,0,2,KLM
25-Jul,75,I,8,3,3,2,1,0,0,SBL
25-Jul,78,I,3,3,3,3,0,0,0,SBL
25-Jul,79,I,5,2,2,1,0,1,0,SBL
25-Jul,26,J,1,0,0,0,0,0,0,SBL
25-Jul,27,J,1,0,0,0,0,0,0,SBL
25-Jul,39,J,2,4,4,1,2,1,0,SBL
25-Jul,42,J,4,0,0,0,0,0,0,SBL
25-Jul,44,J,6,5,5,2,0,2,1,SBL
25-Jul,56,J,2,1,1,0,0,1,0,SBL
25-Jul,64,J,0,1,1,0,0,1,0,SBL
25-Jul,66,J,1,0,0,0,0,0,0,SBL
25-Jul,68,J,1,1,1,0,1,0,0,SBL
25-Jul,69,J,2,4,4,2,1,0,1,SBL
25-Jul,71,J,1,1,1,0,0,1,0,SBL
25-Jul,75,J,6,8,8,1,3,2,2,SBL
25-Jul,28,K,1,0,0,0,0,0,0,SBL
25-Jul,31,K,1,4,4,0,1,3,0,SBL
25-Jul,56,K,4,0,0,0,0,0,0,SBL
25-Jul,57,K,5,0,0,0,0,0,0,SBL
25-Jul,6,L,4,2,2,0,1,1,0,SBL
25-Jul,28,L,4,0,0,0,0,0,0,SBL
25-Jul,40,L,5,0,0,0,0,0,0,SBL
25-Jul,48,L,6,4,4,1,0,3,0,SBL
25-Jul,49,L,2,0,0,0,0,0,0,SBL
25-Jul,1,M,3,3,3,1,0,1,1,SBL
25-Jul,16,M,1,0,0,0,0,0,0,SBL
25-Jul,17,M,0,1,1,1,0,0,0,SBL
26-Jul,76,A,0,3,3,1,1,1,0,SBL
26-Jul,38,D,1,1,1,1,0,0,0,SBL
26-Jul,79,A,2,0,0,0,0,0,0,KLM
26-Jul,80,B,1,0,0,0,0,0,0,KLM
26-Jul,55,C,0,1,1,0,0,0,1,KLM
26-Jul,67,C,0,1,1,0,0,1,0,KLM
26-Jul,73,C,0,1,1,0,0,1,0,KLM
26-Jul,46,D,1,1,1,0,0,0,1,KLM
26-Jul,53,D,2,0,0,0,0,0,0,KLM
26-Jul,70,D,1,1,1,0,0,0,1,KLM
26-Jul,27,E,0,2,2,0,1,1,0,KLM
26-Jul,37,E,0,3,3,1,1,0,1,KLM
26-Jul,49,E,1,1,1,0,0,0,1,KLM
26-Jul,64,E,1,0,0,0,0,0,0,KLM
26-Jul,72,E,2,1,1,0,0,0,1,KLM
26-Jul,20,F,1,1,1,0,1,0,0,KLM
26-Jul,32,F,0,1,1,0,0,1,0,KLM
26-Jul,56,F,0,1,1,0,1,0,0,KLM
26-Jul,57,F,0,1,1,0,0,0,1,KLM
26-Jul,68,F,0,1,1,0,0,0,1,KLM
26-Jul,73,F,1,1,1,0,1,0,0,KLM
26-Jul,75,F,3,2,2,1,0,1,0,KLM
26-Jul,78,F,0,1,1,1,0,0,0,KLM
26-Jul,58,G,0,1,1,0,1,0,0,KLM
26-Jul,62,G,1,0,0,0,0,0,0,KLM
26-Jul,68,G,0,1,1,0,0,0,1,KLM
26-Jul,71,G,1,1,1,0,1,0,0,KLM
26-Jul,11,H,1,0,0,0,0,0,0,KLM
26-Jul,19,H,0,1,1,1,0,0,0,KLM
26-Jul,47,H,0,1,1,0,0,1,0,KLM
26-Jul,53,H,6,5,5,3,1,0,1,KLM
26-Jul,66,H,2,1,1,1,0,0,0,KLM
26-Jul,69,H,1,2,2,0,1,1,0,KLM
26-Jul,79,H,2,7,7,2,1,1,3,KLM
26-Jul,1,I,1,0,0,0,0,0,0,KLM
26-Jul,9,I,2,1,1,0,0,1,0,KLM
26-Jul,27,I,0,1,1,0,1,0,0,KLM
26-Jul,29,I,1,0,0,0,0,0,0,KLM
26-Jul,63,I,5,1,1,0,1,0,0,KLM
26-Jul,77,I,1,1,1,0,0,0,1,KLM
26-Jul,46,J,0,3,3,0,0,0,3,KLM
26-Jul,48,J,3,1,1,0,0,0,1,KLM
26-Jul,56,J,1,0,0,0,0,0,0,KLM
26-Jul,59,J,1,0,0,0,0,0,0,KLM
26-Jul,64,J,1,0,0,0,0,0,0,KLM
26-Jul,70,J,1,0,0,0,0,0,0,KLM
26-Jul,73,J,5,2,2,2,0,0,0,KLM
26-Jul,75,J,0,1,1,0,0,0,1,KLM
27-Jul,72,B,0,1,1,0,0,1,0,SBL
27-Jul,12,G,0,1,1,0,0,0,1,SBL
27-Jul,19,K,0,1,1,0,0,0,1,SBL
27-Jul,30,K,1,0,0,0,0,0,0,SBL
27-Jul,39,K,2,5,5,1,2,1,1,SBL
27-Jul,40,K,3,0,0,0,0,0,0,SBL
27-Jul,46,K,2,2,2,2,0,0,0,SBL
27-Jul,53,K,1,0,0,0,0,0,0,SBL
27-Jul,56,K,1,0,0,0,0,0,0,SBL
27-Jul,57,K,0,6,6,0,1,2,3,SBL
27-Jul,62,K,0,3,3,1,0,1,1,SBL
27-Jul,63,K,3,4,4,0,3,0,1,SBL
27-Jul,6,L,1,0,0,0,0,0,0,SBL
27-Jul,12,L,0,1,1,0,0,1,0,SBL
27-Jul,20,L,0,2,2,0,1,0,1,SBL
27-Jul,28,L,3,4,4,0,0,1,3,SBL
27-Jul,40,L,0,1,1,0,1,0,0,SBL
27-Jul,44,L,1,0,0,0,0,0,0,SBL
27-Jul,48,L,1,2,2,1,1,0,0,SBL
27-Jul,59,L,6,3,3,0,2,0,1,SBL
27-Jul,66,L,1,0,0,0,0,0,0,SBL
27-Jul,75,L,2,2,2,2,0,0,0,SBL
27-Jul,78,L,1,0,0,0,0,0,0,SBL
27-Jul,12,M,0,1,1,0,0,1,0,SBL
27-Jul,17,M,0,1,1,1,0,0,0,SBL
27-Jul,30,M,2,0,0,0,0,0,0,SBL
27-Jul,75,M,2,0,0,0,0,0,0,SBL
27-Jul,6,N,3,2,2,0,1,1,0,SBL
27-Jul,12,N,2,0,0,0,0,0,0,SBL
27-Jul,16,N,0,1,1,0,0,0,1,SBL
27-Jul,23,N,9,0,0,0,0,0,0,SBL
27-Jul,27,N,2,2,2,1,0,1,0,SBL
27-Jul,22,O,2,5,5,1,0,3,1,SBL
31-Jul,75,D,0,1,1,0,0,0,1,KLM
31-Jul,67,E,0,1,1,0,0,0,1,KLM
31-Jul,53,F,0,1,1,1,0,0,0,KLM
31-Jul,64,F,1,0,0,0,0,0,0,KLM
31-Jul,67,F,0,1,1,1,0,0,0,KLM
31-Jul,53,G,0,1,1,1,0,0,0,KLM
31-Jul,22,H,0,1,1,1,0,0,0,KLM
31-Jul,40,I,1,0,0,0,0,0,0,KLM
31-Jul,34,I,0,1,1,0,0,1,0,KLM
31-Jul,22,I,1,1,1,0,0,1,0,KLM
31-Jul,9,I,2,2,2,1,0,1,0,KLM
31-Jul,19,J,0,1,1,0,1,0,0,KLM
31-Jul,59,H,1,1,1,0,1,0,0,KLM
31-Jul,66,H,1,0,0,0,0,0,0,KLM
31-Jul,67,H,1,0,0,0,0,0,0,KLM
31-Jul,73,H,0,1,1,0,0,0,1,KLM
31-Jul,77,I,0,1,1,0,1,0,0,KLM
31-Jul,27,J,0,1,1,1,0,0,0,KLM
31-Jul,44,J,0,2,2,0,0,1,1,KLM
31-Jul,55,J,12,7,7,3,1,0,3,KLM
31-Jul,59,J,4,0,0,0,0,0,0,KLM
31-Jul,39,K,0,1,1,0,1,0,0,KLM
31-Jul,57,K,0,1,1,0,1,0,0,KLM
31-Jul,63,K,0,1,1,0,1,0,0,KLM
31-Jul,64,K,0,2,2,0,1,0,1,KLM
31-Jul,66,K,1,2,2,0,2,0,0,KLM
31-Jul,40,L,0,1,1,0,0,0,1,KLM
31-Jul,46,L,0,2,2,1,0,1,0,KLM
31-Jul,49,L,0,1,1,0,1,0,0,KLM
31-Jul,67,L,1,0,0,0,0,0,0,KLM
31-Jul,78,L,4,2,2,1,0,0,1,KLM
31-Jul,79,L,1,1,1,1,0,0,0,KLM
1-Aug,68,H,0,1,1,0,0,1,0,KLM
1-Aug,13,M,2,2,2,0,2,0,0,KLM
1-Aug,40,M,4,0,0,0,0,0,0,KLM
1-Aug,50,M,0,2,2,1,1,0,0,KLM
1-Aug,64,M,0,1,1,1,0,0,0,KLM
1-Aug,73,M,1,1,1,0,0,1,0,KLM
1-Aug,79,M,0,1,1,0,1,0,0,KLM
1-Aug,24,N,1,2,2,1,0,1,0,KLM
1-Aug,53,N,1,0,0,0,0,0,0,KLM
1-Aug,64,N,4,1,1,0,1,0,0,KLM
1-Aug,66,N,3,0,0,0,0,0,0,KLM
1-Aug,68,N,1,3,3,1,1,1,0,KLM
1-Aug,75,N,8,4,4,2,1,1,0,KLM
1-Aug,53,O,7,1,1,0,0,0,1,KLM
1-Aug,56,O,11,12,12,3,3,3,3,KLM
1-Aug,66,O,2,0,0,0,0,0,0,KLM
1-Aug,68,O,2,1,1,1,0,0,0,KLM
1-Aug,75,O,4,2,2,1,0,1,0,KLM
3-Aug,66,I,1,0,0,0,0,0,0,KLM
3-Aug,71,I,2,1,1,0,0,1,0,KLM
3-Aug,55,J,1,0,0,0,0,0,0,KLM
3-Aug,65,J,2,0,0,0,0,0,0,KLM
3-Aug,28,L,1,0,0,0,0,0,0,KLM
3-Aug,58,K,2,0,0,0,0,0,0,KLM
3-Aug,78,K,1,1,1,1,0,0,0,KLM
3-Aug,59,L,1,1,1,0,1,0,0,KLM
3-Aug,66,L,1,0,0,0,0,0,0,KLM
3-Aug,73,L,1,0,0,0,0,0,0,KLM
3-Aug,44,M,0,1,1,0,0,1,0,KLM
3-Aug,67,M,1,1,1,1,0,0,0,KLM
3-Aug,24,N,2,0,0,0,0,0,0,KLM
3-Aug,39,N,0,1,1,0,0,1,0,KLM
3-Aug,67,N,3,0,0,0,0,0,0,KLM
3-Aug,75,N,0,1,1,0,1,0,0,KLM
3-Aug,61,O,3,1,1,1,0,0,0,KLM
3-Aug,66,O,1,0,0,0,0,0,0,KLM
3-Aug,67,O,1,1,1,1,0,0,0,KLM
7-Aug,79,I,0,1,1,0,0,1,0,KLM
7-Aug,63,M,2,1,1,0,0,1,0,KLM
7-Aug,65,M,2,0,0,0,0,0,0,KLM
7-Aug,68,M,1,0,0,0,0,0,0,KLM
7-Aug,69,N,0,1,1,0,0,1,0,KLM
7-Aug,71,D,4,2,2,1,1,0,0,KLM
7-Aug,76,D,5,1,1,0,0,0,1,KLM
7-Aug,77,D,2,0,0,0,0,0,0,KLM
7-Aug,61,F,4,0,0,0,0,0,0,KLM
7-Aug,41,F,1,0,0,0,0,0,0,KLM
7-Aug,42,F,3,0,0,0,0,0,0,KLM
7-Aug,48,F,3,0,0,0,0,0,0,KLM
7-Aug,63,F,3,1,1,0,1,0,0,KLM
7-Aug,69,F,4,0,0,0,0,0,0,KLM
7-Aug,71,F,4,1,1,0,1,0,0,KLM
7-Aug,72,F,4,1,1,0,1,0,0,KLM
7-Aug,50,G,2,1,1,0,0,1,0,KLM
7-Aug,55,G,4,1,1,0,0,1,0,KLM
7-Aug,63,G,1,0,0,0,0,0,0,KLM
7-Aug,72,G,1,0,0,0,0,0,0,KLM
7-Aug,76,G,1,0,0,0,0,0,0,KLM
7-Aug,77,G,3,0,0,0,0,0,0,KLM
7-Aug,18,H,4,0,0,0,0,0,0,KLM
7-Aug,23,H,4,5,5,0,1,0,4,KLM
7-Aug,29,H,6,2,2,2,0,0,0,KLM
7-Aug,30,H,1,0,0,0,0,0,0,KLM
7-Aug,32,H,2,0,0,0,0,0,0,KLM
7-Aug,33,H,1,0,0,0,0,0,0,KLM
7-Aug,34,H,0,2,2,1,1,0,0,KLM
7-Aug,50,H,5,2,2,1,0,1,0,KLM
7-Aug,55,H,1,1,1,0,1,0,0,KLM
7-Aug,65,H,2,0,0,0,0,0,0,KLM
7-Aug,70,H,2,0,0,0,0,0,0,KLM
7-Aug,19,I,0,2,2,1,0,0,1,KLM
7-Aug,23,I,3,0,0,0,0,0,0,KLM
7-Aug,31,I,3,2,2,0,0,2,0,KLM
7-Aug,32,I,1,0,0,0,0,0,0,KLM
7-Aug,48,I,0,1,1,0,1,0,0,KLM
7-Aug,65,I,0,1,1,0,0,1,0,KLM
7-Aug,1,J,2,3,3,0,1,0,2,KLM
7-Aug,9,J,0,1,1,0,0,1,0,KLM
7-Aug,13,J,1,0,0,0,0,0,0,KLM
7-Aug,16,J,1,0,0,0,0,0,0,KLM
7-Aug,17,J,1,0,0,0,0,0,0,KLM
7-Aug,31,J,4,1,1,0,0,1,0,KLM
7-Aug,32,J,0,1,1,0,1,0,0,KLM
7-Aug,34,J,2,0,0,0,0,0,0,KLM
7-Aug,35,J,2,0,0,0,0,0,0,KLM
7-Aug,50,J,0,1,1,0,1,0,0,KLM
7-Aug,23,K,2,0,0,0,0,0,0,KLM
7-Aug,47,K,2,0,0,0,0,0,0,KLM
7-Aug,19,L,1,0,0,0,0,0,0,KLM
7-Aug,22,L,1,0,0,0,0,0,0,KLM
7-Aug,23,L,4,1,1,0,1,0,0,KLM
7-Aug,26,L,1,0,0,0,0,0,0,KLM
7-Aug,27,L,1,0,0,0,0,0,0,KLM
7-Aug,31,L,0,1,1,0,1,0,0,KLM
7-Aug,32,L,1,0,0,0,0,0,0,KLM
7-Aug,35,L,1,0,0,0,0,0,0,KLM
7-Aug,39,L,1,0,0,0,0,0,0,KLM
7-Aug,6,M,1,0,0,0,0,0,0,KLM
7-Aug,19,M,1,1,1,0,1,0,0,KLM
7-Aug,28,M,1,1,1,0,0,1,0,KLM
7-Aug,32,M,1,0,0,0,0,0,0,KLM
7-Aug,33,M,1,0,0,0,0,0,0,KLM
8-Aug,73,M,1,0,0,0,0,0,0,KLM
11-Aug,49,F,0,1,1,1,0,0,0,LSS
11-Aug,72,F,3,0,0,0,0,0,0,LSS
11-Aug,55,G,1,1,1,0,0,1,0,LSS
11-Aug,76,G,3,1,1,0,1,0,0,LSS
11-Aug,23,H,0,1,1,0,0,1,0,LSS
11-Aug,29,H,1,0,0,0,0,0,0,LSS
11-Aug,30,H,1,0,0,0,0,0,0,LSS
11-Aug,61,H,0,1,1,0,0,0,1,LSS
11-Aug,31,I,1,0,0,0,0,0,0,LSS
11-Aug,17,J,0,1,1,0,0,0,1,LSS
11-Aug,32,J,1,1,1,1,0,0,0,LSS
11-Aug,49,J,1,1,1,0,1,0,0,LSS
11-Aug,9,K,0,1,1,1,0,0,0,LSS
11-Aug,27,K,1,0,0,0,0,0,0,LSS
11-Aug,32,K,1,0,0,0,0,0,0,LSS
11-Aug,76,D,1,0,0,0,0,0,0,LSS
11-Aug,41,K,1,0,0,0,0,0,0,LSS
11-Aug,47,K,11,1,1,0,1,0,0,LSS
11-Aug,18,L,0,1,1,0,0,0,1,LSS
11-Aug,22,L,7,1,1,0,0,0,1,LSS
11-Aug,23,L,2,0,0,0,0,0,0,LSS
11-Aug,26,L,8,1,1,0,1,0,0,LSS
11-Aug,27,L,3,0,0,0,0,0,0,LSS
11-Aug,31,L,1,0,0,0,0,0,0,LSS
11-Aug,32,L,3,1,1,0,1,0,0,LSS
11-Aug,33,L,1,1,1,0,0,0,1,LSS
11-Aug,35,L,4,1,1,0,0,0,1,LSS
11-Aug,39,L,6,0,0,0,0,0,0,LSS
11-Aug,50,L,3,1,1,1,0,0,0,LSS
11-Aug,62,L,3,0,0,0,0,0,0,LSS
11-Aug,65,L,3,1,1,0,0,1,0,LSS
11-Aug,77,L,1,1,1,0,0,1,0,LSS
11-Aug,6,M,1,1,1,0,1,0,0,LSS
11-Aug,18,M,4,0,0,0,0,0,0,LSS
11-Aug,19,M,3,2,2,0,2,0,0,LSS
11-Aug,22,M,1,0,0,0,0,0,0,LSS
11-Aug,24,M,2,0,0,0,0,0,0,LSS
11-Aug,27,M,1,0,0,0,0,0,0,LSS
11-Aug,28,M,5,1,1,0,0,1,0,LSS
11-Aug,29,M,5,1,1,0,1,0,0,LSS
11-Aug,32,M,3,0,0,0,0,0,0,LSS
11-Aug,33,M,1,1,1,0,0,1,0,LSS
11-Aug,34,M,3,2,2,0,1,1,0,LSS
11-Aug,41,M,1,0,0,0,0,0,0,LSS
11-Aug,48,M,2,0,0,0,0,0,0,LSS
11-Aug,49,M,1,0,0,0,0,0,0,LSS
11-Aug,55,M,1,0,0,0,0,0,0,LSS
11-Aug,56,M,1,0,0,0,0,0,0,LSS
11-Aug,70,M,1,0,0,0,0,0,0,LSS
11-Aug,63,M,2,0,0,0,0,0,0,LSS
11-Aug,7,N,2,0,0,0,0,0,0,LSS
11-Aug,8,N,1,0,0,0,0,0,0,LSS
11-Aug,13,N,1,0,0,0,0,0,0,LSS
11-Aug,15,N,2,0,0,0,0,0,0,LSS
11-Aug,18,N,1,0,0,0,0,0,0,LSS
11-Aug,23,N,1,0,0,0,0,0,0,LSS
11-Aug,29,N,1,0,0,0,0,0,0,LSS
11-Aug,31,N,1,1,1,1,0,0,0,LSS
11-Aug,38,N,1,0,0,0,0,0,0,LSS
11-Aug,44,N,1,0,0,0,0,0,0,LSS
11-Aug,55,N,4,1,1,0,0,1,0,LSS
11-Aug,57,N,0,1,1,1,0,0,0,LSS
11-Aug,58,N,0,1,1,0,1,0,0,LSS
11-Aug,63,N,0,1,1,0,0,0,1,LSS
11-Aug,1,O,1,0,0,0,0,0,0,LSS
11-Aug,13,O,1,0,0,0,0,0,0,LSS
11-Aug,15,O,3,0,0,0,0,0,0,LSS
11-Aug,19,O,0,3,3,0,2,0,1,LSS
11-Aug,23,O,2,1,1,0,0,0,1,LSS
11-Aug,24,O,1,1,1,1,0,0,0,LSS
11-Aug,26,O,5,1,1,0,1,0,0,LSS
11-Aug,27,O,1,0,0,0,0,0,0,LSS
11-Aug,28,O,0,1,1,1,0,0,0,LSS
11-Aug,34,O,1,0,0,0,0,0,0,LSS
11-Aug,36,O,0,1,1,0,0,1,0,LSS
11-Aug,40,O,1,0,0,0,0,0,0,LSS
11-Aug,41,O,2,3,3,2,0,0,1,LSS
11-Aug,44,O,1,0,0,0,0,0,0,LSS
11-Aug,47,O,5,1,1,0,1,0,0,LSS
11-Aug,50,O,1,1,1,1,0,0,0,LSS
11-Aug,55,O,2,0,0,0,0,0,0,LSS
11-Aug,57,O,2,0,0,0,0,0,0,LSS
11-Aug,59,O,2,2,2,1,1,0,0,LSS
11-Aug,64,O,4,0,0,0,0,0,0,LSS
11-Aug,69,O,1,1,1,0,0,0,1,LSS
15-Aug,61,E,1,0,0,0,0,0,0,LSS
15-Aug,19,I,1,0,0,0,0,0,0,LSS
15-Aug,23,I,0,1,1,1,0,0,0,LSS
15-Aug,55,G,0,1,1,0,0,0,1,LSS
15-Aug,63,G,1,0,0,0,0,0,0,LSS
15-Aug,31,I,0,1,1,0,0,0,1,LSS
15-Aug,17,J,1,0,0,0,0,0,0,LSS
15-Aug,76,G,1,0,0,0,0,0,0,LSS
15-Aug,61,H,0,1,1,0,0,1,0,LSS
15-Aug,47,K,0,1,1,0,0,0,1,LSS
15-Aug,32,L,0,1,1,0,0,0,1,LSS
15-Aug,34,L,1,0,0,0,0,0,0,LSS
15-Aug,35,L,2,1,1,1,0,0,0,LSS
15-Aug,50,L,5,0,0,0,0,0,0,LSS
15-Aug,18,M,1,0,0,0,0,0,0,LSS
15-Aug,8,N,1,0,0,0,0,0,0,LSS
15-Aug,15,N,0,1,1,1,0,0,0,LSS
15-Aug,28,M,0,1,1,0,1,0,0,LSS
15-Aug,29,M,6,2,2,0,1,0,1,LSS
15-Aug,9,O,1,0,0,0,0,0,0,LSS
15-Aug,17,N,0,1,1,0,0,1,0,LSS
15-Aug,32,M,2,0,0,0,0,0,0,LSS
15-Aug,34,M,1,0,0,0,0,0,0,LSS
15-Aug,15,O,1,0,0,0,0,0,0,LSS
15-Aug,61,L,0,1,1,0,0,1,0,LSS
15-Aug,62,L,0,1,1,0,0,1,0,LSS
15-Aug,65,L,1,0,0,0,0,0,0,LSS
15-Aug,48,M,2,0,0,0,0,0,0,LSS
15-Aug,49,M,3,0,0,0,0,0,0,LSS
15-Aug,26,N,2,0,0,0,0,0,0,LSS
15-Aug,29,N,1,0,0,0,0,0,0,LSS
15-Aug,31,N,1,0,0,0,0,0,0,LSS
15-Aug,33,N,1,0,0,0,0,0,0,LSS
15-Aug,19,O,2,0,0,0,0,0,0,LSS
15-Aug,23,O,1,0,0,0,0,0,0,LSS
15-Aug,77,K,1,0,0,0,0,0,0,LSS
15-Aug,44,N,3,1,1,0,0,0,1,LSS
15-Aug,26,O,0,1,1,0,1,0,0,LSS
15-Aug,27,O,1,0,0,0,0,0,0,LSS
15-Aug,36,O,5,1,1,1,0,0,0,LSS
15-Aug,40,O,0,1,1,0,0,0,1,LSS
