Vial,Day,Numbfemales,Date,Initials,Notes
71,A,22,9/14,UHA,
77,A,5,9/14,UHA,
81,A,6,9/14,UHA,
93,A,4,9/14,UHA,
88,A,2,9/14,UHA,
91,A,0,9/14,UHA,
96,A,9,9/14,UHA,
76,A,14,9/14,UHA,
84,A,17,9/14,UHA,
82,A,20,9/14,UHA,
81,A,5,9/14,UHA,
89,A,10,9/14,UHA,
95,A,12,9/14,UHA,
79,A,27,9/14,UHA,
90,A,23,9/14,UHA,
74,A,14,9/14,UHA,
75,A,38,9/14,UHA,
63,A,14,9/15,UHA,
62,A,18,9/15,UHA,17 dead flies
75,A,3,9/15,UHA,
93,A,,9/15,UHA,20 dead flies
55,A,5,9/15,UHA,
65,A,8,9/15,UHA,
54,A,3,9/15,UHA,
85,A,27,9/15,UHA,
92,A,13,9/15,UHA,
81,A,15,9/15,UHA,
95,A,29,9/15,UHA,3 dead flies
82,A,17,9/15,UHA,
4,C,35,9/12,KEW,
1,C,7,9/12,KEW,
21,C,31,9/12,KEW,
3,C,7,9/12,KEW,
22,C,12,9/12,KEW,
1,C,11,9/12,KEW,
31,C,8,9/12,KEW,
10,C,5,9/12,KEW,
76,A,24,9/12,HNT,
52,C,21,9/12,HNT,
37,C,19,9/12,HNT,
40,C,27,9/12,HNT,
54,C,28,9/12,HNT,
19,C,12,9/12,HNT,
61,C,24,9/12,HNT,
49,C,14,9/12,HNT,
56,C,33,9/12,HNT,
57,C,12,9/12,HNT,
75,C,34,9/12,HNT,
59,C,15,9/12,HNT,
30,C,6,9/12,HNT,
5,C,40,9/13,KEW,flies stuck in food
27,C,23,9/13,KEW,
25,C,8,9/13,KEW,fly stuck in food
26,C,5,9/13,KEW,Fly stuck in food
13,C,5,9/13,KEW,
27,B,10,9/13,UHA,2 dead flies
57,B,11,9/13,UHA,
56,B,10,9/13,UHA,
52,B,19,9/13,UHA,
36,A,11,9/13,AKT,
55,A,31,9/13,AKT,
67,A,4,9/13,AKT,
49,A,22,9/13,AKT,
37,A,4,9/13,AKT,
80,A,14,9/13,AKT,
18,A,5,9/13,AKT,
4,A,5,9/13,AKT,
65,A,11,9/13,AKT,
61,A,26,9/13,AKT,
57,A,19,9/13,AKT,
43,A,4,9/13,UHA,
51,A,10,9/13,UHA,
52,A,15,9/13,UHA,
31,A,22,9/13,UHA,
62,A,18,9/13,UHA,
31,B,12,9/12,UHA,
37,B,3,9/12,UHA,
12,B,10,9/12,UHA,
9,B,9,9/12,UHA,
34,B,8,9/12,UHA,
19,B,14,9/12,UHA,
1,B,8,9/12,UHA,
3,B,18,9/12,UHA,
6,B,10,9/12,UHA,
35,A,8,9/12,ABK,
30,A,12,9/12,ABK,
3,A,6,9/12,ABK,
42,A,26,9/12,ABK,8 dead in food
40,A,12,9/12,ABK,one dead in food
50,A,13,9/12,ABK,one dead in food
38,A,10,9/12,ABK,4 dead in food
41,A,14,9/12,ABK,
55,A,15,9/12,ABK,
39,A,6,9/12,AKT,
51,B,19,9/12,AKT,
60,B,11,9/12,AKT,
64,B,21,9/12,AKT,
62,B,12,9/12,AKT,
73,B,52,9/12,AKT,
68,B,27,9/12,AKT,
67,B,27,9/12,AKT,
65,B,23,9/12,AKT,
63,B,27,9/12,AKT,
44,B,31,9/12,AKT,
69,B,20,9/12,AKT,
74,B,26,9/12,AKT,
38,B,19,9/13,UHA,
43,B,20,9/13,UHA,
49,B,13,9/13,UHA,
42,B,14,9/13,UHA,
37,B,14,9/13,UHA,
50,B,7,9/13,UHA,
51,B,19,9/13,UHA,
40,B,23,9/13,UHA,
33,B,18,9/13,UHA,
53,B,28,9/13,UHA,
41,B,19,9/13,UHA,
34,B,20,9/13,UHA,dead flies 22
55,B,15,9/13,UHA,
25,B,8,9/13,UHA,
52,B,15,9/13,UHA,
12,B,15,9/10,UHA,
13,B,17,9/10,UHA,
9,B,11,9/10,UHA,
5,B,8,9/10,UHA,
20,B,5,9/10,UHA,
6,B,8,9/10,UHA,
7,B,5,9/10,UHA,
8,B,9,9/10,UHA,
14,B,13,9/10,UHA,
15,B,2,9/10,UHA,
16,B,12,9/10,UHA,
18,B,15,9/10,UHA,
19,B,16,9/10,UHA,
1,B,10,9/10,UHA,
31,B,28,9/10,UHA,
29,B,37,9/10,UHA,
4,B,10,9/10,UHA,
3,B,7,9/10,UHA,
23,B,9,9/10,UHA,
19,B,4,9/10,UHA,
13,B,8,9/10,UHA,
12,B,19,9/10,UHA,
16,B,29,9/10,UHA,
5,B,14,9/10,UHA,
6,B,18,9/10,UHA,
21,B,29,9/10,UHA,
9,B,10,9/10,UHA,
26,B,13,9/10,UHA,
25,A,5,9/12,HNT,
1,A,8,9/12,HNT,
8,A,7,9/12,HNT,
59,A,25,9/12,HNT,
60,A,13,9/12,HNT,
55,A,20,9/12,HNT,
56,A,21,9/12,HNT,
37,A,15,9/12,HNT,
73,B,8,9/12,UHA,
55,B,8,9/12,UHA,
52,B,3,9/12,UHA,
59,B,12,9/12,UHA,
56,B,6,9/12,UHA,
54,B,28,9/12,UHA,
64,B,20,9/12,UHA,
67,B,8,9/12,UHA,
53,B,10,9/12,UHA,
57,B,3,9/12,UHA,
7,B,18,9/8,UHA,
6,B,19,9/8,UHA,
12,B,10,9/8,UHA,
10,B,20,9/8,UHA,
8,B,10,9/8,UHA,
13,A,18,9/8,UHA,females stuck together
14,A,22,9/8,UHA,
15,A,30,9/8,UHA,
14,B,22,9/9,UHA,
13,B,12,9/9,UHA,
19,B,8,9/9,UHA,
18,B,12,9/9,UHA,
30,B,9,9/9,UHA,
27,B,18,9/9,UHA,
26,B,16,9/9,UHA,
16,B,11,9/9,UHA,
56,A,34,9/9,UHA,
22,A,20,9/9,UHA,
8,A,39,9/9,UHA,dead stuck flies
33,A,3,9/9,UHA,
19,A,24,9/9,UHA,
29,A,10,9/9,UHA,
27,A,18,9/9,UHA,
26,A,22,9/9,UHA,stuck flies
21,A,12,9/9,UHA,stuck flies
22,A,19,9/9,UHA,stuck flies
23,A,17,9/9,UHA,stuck flies
3,B,9,9/11,KEW,
53,A,23,9/11,AKT,
69,A,32,9/11,AKT,
57,A,12,9/11,AKT,
41,A,10,9/11,AKT,
39,A,22,9/11,AKT,
38,A,19,9/11,AKT,
50,A,25,9/11,AKT,
33,A,4,9/11,AKT,
52,A,20,9/11,AKT,
51,A,20,9/11,AKT,
36,A,5,9/11,AKT,
29,A,2,9/12,HNT,
27,A,12,9/12,HNT,
14,A,5,9/12,HNT,
13,A,1,9/12,HNT,
12,A,3,9/12,HNT,
23,A,4,9/12,HNT,
21,A,4,9/12,HNT,
41,A,21,9/10,HNT,
35,A,12,9/10,HNT,
43,A,9,9/10,HNT,
34,A,10,9/10,HNT,
31,A,17,9/10,HNT,
33,A,12,9/10,HNT,
37,A,3,9/10,HNT,
29,A,19,9/10,HNT,
57,A,21,9/10,HNT,
36,A,4,9/10,HNT,
53,A,16,9/10,HNT,
44,A,6,9/10,HNT,
13,A,7,9/10,HNT,
19,A,6,9/10,HNT,
30,A,14,9/10,HNT,
37,B,22,9/11,UHA,
10,B,14,9/11,UHA,
18,B,8,9/11,UHA,
9,B,10,9/11,UHA,
1,B,17,9/11,UHA,
27,B,13,9/11,UHA,
22,B,10,9/11,UHA,
38,B,19,9/11,UHA,
36,B,14,9/11,UHA,
4,B,12,9/11,UHA,
5,B,12,9/11,UHA,
16,B,8,9/11,UHA,dead flies
43,B,39,9/11,UHA,
61,B,5,9/11,UHA,
74,B,7,9/11,UHA,
60,B,12,9/11,UHA,
68,B,2,9/11,UHA,
69,B,7,9/11,UHA,
71,B,6,9/11,UHA,
75,B,8,9/11,UHA,
72,B,6,9/11,UHA,
73,B,13,9/11,UHA,
70,B,2,9/11,UHA,
63,B,32,9/11,UHA,
62,B,9,9/11,UHA,
67,B,6,9/11,UHA,
65,B,18,9/11,UHA,
64,B,13,9/11,UHA,
63,B,14,9/12,UHA,
71,B,9,9/12,UHA,
51,B,23,9/12,UHA,
37,B,10,9/9,ABK,
9,B,22,9/9,ABK,
31,B,7,9/9,ABK,
9,B,10,9/9,ABK,
21,B,21,9/9,ABK,
1,B,4,9/9,ABK,
10,B,6,9/9,ABK,
3,B,16,9/9,ABK,
26,A,4,9/9,AKT,
31,A,30,9/9,AKT,
34,A,21,9/9,AKT,
33,A,24,9/9,AKT,
35,A,23,9/9,AKT,
36,A,45,9/9,AKT,
9,A,2,9/10,AKT,
26,A,1,9/10,AKT,
15,A,2,9/10,AKT,
6,A,4,9/10,AKT,
27,A,11,9/10,AKT,
3,A,7,9/10,AKT,
1,A,7,9/10,AKT,
4,A,6,9/10,AKT,
12,A,13,9/10,AKT,
8,A,11,9/10,AKT,
18,A,8,9/10,AKT,
16,A,6,9/10,AKT,
21,A,6,9/10,AKT,
7,A,2,9/10,AKT,
5,A,1,9/10,AKT,
20,A,7,9/10,AKT,
23,A,13,9/10,AKT,
25,A,12,9/10,AKT,
22,A,7,9/10,AKT,
29,B,15,9/10,ABK,
26,B,11,9/10,ABK,
25,B,3,9/10,ABK,
42,B,30,9/10,ABK,
33,B,30,9/10,ABK,2 stuck in food
31,B,8,9/10,ABK,1 stuck in food
39,B,22,9/10,ABK,
44,B,10,9/10,ABK,
40,B,16,9/10,ABK,
41,B,13,9/10,ABK,
12,B,10,9/11,KEW,
14,B,11,9/11,KEW,
21,B,6,9/11,KEW,
1,A,22,9/7,UHA,
3,A,8,9/7,UHA,
4,A,18,9/7,UHA,
6,A,8,9/7,UHA,
7,A,6,9/7,UHA,
8,A,9,9/7,UHA,
9,A,15,9/7,UHA,
10,A,7,9/7,UHA,
6,A,28,9/7,UHA,Dead flies
12,A,8,9/7,UHA,
13,A,11,9/7,UHA,
14,A,11,9/7,UHA,
15,A,8,9/7,UHA,
22,A,10,9/7,UHA,
1,A,23,9/7,UHA,
3,A,38,9/7,UHA,
4,A,30,9/7,UHA,
5,A,32,9/7,UHA,
7,A,22,9/7,UHA,
8,A,18,9/7,UHA,
9,A,23,9/7,UHA,
10,A,32,9/7,UHA,
12,A,28,9/7,UHA,Dead flies
1,B,12,9/8,UHA,
3,B,6,9/8,UHA,
4,B,11,9/8,UHA,
5,B,3,9/8,UHA,
6,B,11,9/8,UHA,
7,B,11,9/8,UHA,
8,B,5,9/8,UHA,
9,B,6,9/8,UHA,
10,B,10,9/8,UHA,
34,B,15,9/8,UHA,
30,B,8,9/8,UHA,
36,B,15,9/8,UHA,
35,B,16,9/8,UHA,
34,B,28,9/8,UHA,
12,B,6,9/8,UHA,
13,B,15,9/8,UHA,
14,B,12,9/8,UHA,
15,B,8,9/8,UHA,
27,B,23,9/8,UHA,
3,B,18,9/8,UHA,
1,B,13,9/8,UHA,
5,B,8,9/8,UHA,
4,B,22,9/8,UHA,
