Date,ViaNumber,Day,numbMales,ct,sd,y,se,Initials,Notes
2-Nov,18,C,1,1,1,0,0,NRR,
2-Nov,18,C,1,1,1,0,1,NRR,
2-Nov,18,C,3,0,0,1,0,NRR,
2-Nov,18,C,2,0,0,1,1,NRR,
2-Nov,18,C,2,1,1,1,1,NRR,
2-Nov,19,C,1,0,0,0,1,NRR,
2-Nov,19,C,2,1,1,1,1,NRR,
2-Nov,19,C,1,0,0,1,0,NRR,
2-Nov,19,C,2,1,1,0,0,NRR,
2-Nov,19,C,2,0,0,0,1,NRR,
2-Nov,19,C,2,0,0,1,0,NRR,
2-Nov,19,C,3,1,1,1,0,NRR,
2-Nov,19,C,2,1,1,1,1,NRR,
2-Nov,24,C,1,0,0,1,0,NRR,
2-Nov,1,C,1,0,0,1,1,NRR,
2-Nov,24,C,1,1,1,1,1,NRR,
2-Nov,24,C,1,0,1,0,0,NRR,
2-Nov,31,C,1,1,1,0,1,NRR,
2-Nov,32,C,2,0,0,0,1,NRR,
2-Nov,32,C,1,0,1,1,1,NRR,
2-Nov,32,C,1,0,1,1,0,NRR,
2-Nov,32,C,1,1,1,1,1,NRR,
2-Nov,34,C,2,0,0,0,1,NRR,
2-Nov,34,C,1,1,1,1,1,NRR,
2-Nov,34,C,2,0,0,1,1,NRR,
2-Nov,35,C,1,0,0,0,1,NRR,
2-Nov,35,C,1,1,1,1,1,NRR,
2-Nov,35,C,3,0,1,1,1,NRR,
2-Nov,35,C,1,1,1,1,0,NRR,
2-Nov,48,C,1,0,0,0,1,NRR,
2-Nov,48,C,2,0,0,1,1,NRR,
2-Nov,48,C,1,1,1,1,0,NRR,
2-Nov,20,C,1,0,0,0,1,NRR,
2-Nov,20,C,1,1,1,0,0,NRR,
2-Nov,20,C,1,0,1,1,1,NRR,
3-Nov,5,C,1,0,0,0,1,NRR,
3-Nov,7,C,2,1,1,0,1,NRR,
3-Nov,7,C,1,1,1,0,0,NRR,
3-Nov,7,C,2,0,0,0,1,NRR,
3-Nov,13,C,3,0,0,0,1,NRR,
3-Nov,13,C,1,1,1,1,1,NRR,
3-Nov,13,C,1,1,1,1,0,NRR,
3-Nov,16,C,1,0,0,0,1,NRR,
3-Nov,16,C,1,1,1,0,1,NRR,
3-Nov,16,C,1,1,1,1,0,NRR,
3-Nov,17,C,1,1,1,0,0,NRR,
3-Nov,17,C,2,1,1,1,0,NRR,
3-Nov,17,C,1,1,1,1,1,NRR,
3-Nov,17,C,2,0,0,1,1,NRR,
3-Nov,20,C,1,0,0,0,1,NRR,
3-Nov,20,C,1,0,0,1,0,NRR,
3-Nov,20,C,1,1,1,1,1,NRR,
3-Nov,22,C,1,0,0,1,0,NRR,
3-Nov,22,C,1,0,0,1,1,NRR,
3-Nov,22,C,1,1,1,0,0,NRR,
3-Nov,22,C,1,1,1,0,1,NRR,
3-Nov,31,C,1,1,1,1,0,NRR,
3-Nov,31,C,1,1,1,0,0,NRR,
3-Nov,31,C,2,0,0,0,1,NRR,
3-Nov,35,C,1,1,1,1,0,NRR,
3-Nov,35,C,1,0,1,1,1,NRR,
3-Nov,37,C,1,1,1,1,1,NRR,
3-Nov,37,C,1,0,1,1,1,NRR,
3-Nov,44,C,4,0,0,0,1,NRR,
3-Nov,44,C,1,0,1,1,0,NRR,
3-Nov,44,C,2,1,1,1,1,NRR,
3-Nov,44,C,1,1,1,1,0,NRR,
3-Nov,49,D,3,1,1,1,1,KEW,
3-Nov,49,D,1,1,1,1,0,KEW,
3-Nov,49,D,1,0,0,1,0,KEW,
3-Nov,49,D,1,0,0,0,0,KEW,
3-Nov,49,D,1,0,0,0,1,KEW,
3-Nov,49,D,1,1,1,0,1,KEW,
3-Nov,48,D,1,1,0,1,0,KEW,
3-Nov,48,D,1,1,1,1,0,KEW,
3-Nov,48,D,1,0,0,0,1,KEW,
3-Nov,48,D,1,0,0,0,0,KEW,
3-Nov,44,D,1,1,1,1,0,KEW,
3-Nov,44,D,1,0,1,1,0,KEW,
3-Nov,44,D,1,0,0,1,0,KEW,
3-Nov,44,D,2,1,1,0,0,KEW,
3-Nov,44,D,3,1,1,0,1,KEW,
3-Nov,44,D,3,0,0,0,1,KEW,
3-Nov,38,D,2,0,0,1,1,KEW,
3-Nov,38,D,1,1,1,1,1,KEW,
3-Nov,38,D,1,1,1,1,0,KEW,
3-Nov,36,D,1,0,0,1,0,KEW,
3-Nov,36,D,1,0,0,1,1,KEW,
3-Nov,36,D,2,0,0,0,1,KEW,
3-Nov,36,D,1,0,0,0,0,KEW,
3-Nov,35,D,2,1,1,1,1,KEW,
3-Nov,35,D,1,0,0,1,1,KEW,
3-Nov,35,D,1,0,0,1,0,KEW,
3-Nov,35,D,2,0,0,0,1,KEW,
3-Nov,35,D,2,0,0,0,0,KEW,
3-Nov,34,D,2,0,0,0,0,KEW,
3-Nov,34,D,1,0,0,1,1,KEW,
3-Nov,34,D,1,0,0,1,0,KEW,
3-Nov,34,D,1,0,0,0,1,KEW,
3-Nov,32,D,2,0,0,0,0,KEW,
3-Nov,32,D,3,0,0,0,1,KEW,
3-Nov,32,D,1,1,1,0,0,KEW,
3-Nov,32,D,1,0,0,1,1,KEW,
3-Nov,32,D,1,1,1,1,0,KEW,
3-Nov,31,D,3,0,0,1,0,KEW,
3-Nov,31,D,2,0,0,1,1,KEW,
3-Nov,31,D,3,0,0,0,0,KEW,
3-Nov,31,D,4,0,0,0,1,KEW,
3-Nov,31,D,4,1,1,0,0,KEW,
3-Nov,29,D,2,0,0,0,1,KEW,
3-Nov,25,D,1,1,1,1,0,KEW,
3-Nov,25,D,1,0,0,1,1,KEW,
3-Nov,25,D,1,1,1,0,0,KEW,
3-Nov,25,D,1,0,0,0,1,KEW,
3-Nov,22,D,2,0,0,1,0,KEW,
3-Nov,22,D,2,1,1,1,0,KEW,
3-Nov,22,D,1,0,0,1,1,KEW,
3-Nov,22,D,2,0,0,0,0,KEW,
3-Nov,22,D,1,1,1,0,0,KEW,
3-Nov,22,D,2,0,0,0,1,KEW,
3-Nov,24,D,1,0,0,0,0,KEW,
3-Nov,24,D,1,0,0,0,1,KEW,
3-Nov,24,D,3,1,1,1,0,KEW,
3-Nov,23,D,2,0,0,0,0,KEW,
3-Nov,23,D,2,0,0,0,1,KEW,
3-Nov,23,D,2,1,1,1,0,KEW,
3-Nov,23,D,1,1,1,0,0,KEW,
3-Nov,21,D,1,1,1,1,1,KEW,
3-Nov,21,D,1,0,0,1,1,KEW,
3-Nov,21,D,1,0,0,1,0,KEW,
3-Nov,21,D,1,0,0,0,1,KEW,
3-Nov,19,D,1,1,1,0,1,KEW,
3-Nov,19,D,1,1,1,1,0,KEW,
3-Nov,19,D,2,0,0,1,1,KEW,
3-Nov,18,D,2,0,0,0,0,KEW,
3-Nov,18,D,2,0,0,0,1,KEW,
3-Nov,18,D,1,0,0,1,1,KEW,
3-Nov,18,D,1,1,1,1,1,KEW,
3-Nov,18,D,1,0,0,1,0,KEW,
3-Nov,20,D,4,0,0,0,1,KEW,
3-Nov,20,D,3,0,0,0,0,KEW,
3-Nov,20,D,1,1,1,0,1,KEW,
3-Nov,20,D,1,1,1,0,0,KEW,
3-Nov,20,D,1,1,1,1,1,KEW,
3-Nov,20,D,1,1,1,1,0,KEW,
3-Nov,20,D,1,0,1,1,1,KEW,
3-Nov,30,D,2,0,0,0,0,KEW,
3-Nov,30,D,1,0,0,0,1,KEW,
3-Nov,17,D,1,0,0,0,0,KEW,
3-Nov,17,D,1,1,1,1,1,KEW,
3-Nov,16,D,2,1,1,1,1,KEW,
3-Nov,16,D,3,0,0,0,1,KEW,
3-Nov,16,D,1,0,0,1,1,KEW,
3-Nov,16,D,1,0,0,1,0,KEW,
3-Nov,16,D,2,0,0,0,0,KEW,
3-Nov,13,D,3,0,0,0,1,KEW,
3-Nov,13,D,1,0,0,0,0,KEW,
3-Nov,13,D,1,0,0,1,0,KEW,
3-Nov,7,D,1,1,1,0,1,KEW,
3-Nov,7,D,1,1,1,0,0,KEW,
3-Nov,7,D,1,1,1,1,0,KEW,
3-Nov,6,D,1,0,0,0,1,KEW,
3-Nov,6,D,2,1,1,1,1,KEW,
3-Nov,2,D,2,1,1,1,1,KEW,
3-Nov,2,D,1,1,1,1,0,KEW,
3-Nov,2,D,1,0,0,1,0,KEW,
3-Nov,2,D,1,0,0,1,1,KEW,
3-Nov,2,D,1,0,0,0,1,KEW,
3-Nov,2,D,1,0,0,0,0,KEW,
3-Nov,1,D,1,0,0,1,0,KEW,
3-Nov,1,D,1,0,0,0,1,KEW,
3-Nov,1,D,3,0,0,0,0,KEW,
4-Nov,1,D,2,1,1,1,0,AFB,
4-Nov,1,D,1,0,0,1,0,AFB,
4-Nov,2,D,1,0,0,0,1,AFB,
4-Nov,2,D,1,0,0,0,0,AFB,
4-Nov,2,D,3,1,1,1,0,AFB,
4-Nov,2,D,1,0,0,1,1,AFB,
4-Nov,2,D,3,1,1,1,1,AFB,
4-Nov,7,D,1,0,0,0,0,AFB,
4-Nov,7,D,1,1,1,0,1,AFB,
4-Nov,7,D,1,1,1,1,1,AFB,
4-Nov,7,D,1,0,0,1,1,AFB,
4-Nov,13,D,1,0,0,0,0,AFB,
4-Nov,13,D,2,0,0,0,0,AFB,
4-Nov,13,D,4,1,1,1,1,AFB,
4-Nov,13,D,1,1,1,1,0,AFB,
4-Nov,13,D,1,0,0,1,0,AFB,
4-Nov,16,D,3,0,0,0,0,AFB,
4-Nov,16,D,2,0,0,0,1,AFB,
4-Nov,16,D,1,1,1,0,1,AFB,
4-Nov,16,D,1,1,1,1,1,AFB,
4-Nov,16,D,2,1,1,1,0,AFB,
4-Nov,16,D,1,0,1,0,0,AFB,
4-Nov,17,D,1,1,1,1,1,AFB,
4-Nov,17,D,1,0,0,0,1,AFB,
4-Nov,18,D,2,0,0,0,0,AFB,
4-Nov,18,D,1,0,0,0,1,AFB,
4-Nov,18,D,1,1,1,0,0,AFB,
4-Nov,18,D,2,1,1,1,1,AFB,
4-Nov,19,D,2,1,1,1,0,AFB,
4-Nov,20,D,1,0,0,0,1,AFB,
4-Nov,20,D,1,0,0,0,0,AFB,
4-Nov,20,D,1,1,1,0,0,AFB,
4-Nov,20,D,1,1,1,1,0,AFB,
4-Nov,20,D,2,0,0,1,1,AFB,
4-Nov,22,D,1,0,0,0,1,AFB,
4-Nov,22,D,1,0,0,0,0,AFB,
4-Nov,22,D,1,1,1,0,0,AFB,
4-Nov,22,D,1,1,1,1,1,AFB,
4-Nov,22,D,1,1,1,1,0,AFB,
4-Nov,25,D,1,1,1,1,0,AFB,
4-Nov,31,D,3,0,0,0,0,AFB,
4-Nov,31,D,1,0,0,0,1,AFB,
4-Nov,31,D,1,0,0,1,1,AFB,
4-Nov,23,D,2,0,0,0,0,AFB,
4-Nov,23,D,1,0,0,0,1,AFB,
4-Nov,23,D,3,1,1,1,0,AFB,
4-Nov,34,D,1,1,1,0,1,AFB,
4-Nov,34,D,3,0,0,1,0,AFB,
4-Nov,34,D,1,0,0,1,1,AFB,
4-Nov,35,D,1,1,1,0,1,AFB,
4-Nov,35,D,2,1,1,1,1,AFB,
4-Nov,35,D,3,1,1,1,0,AFB,
4-Nov,44,D,2,0,0,0,0,AFB,
4-Nov,44,D,1,1,1,0,0,AFB,
4-Nov,44,D,2,1,1,0,1,AFB,
4-Nov,44,D,3,0,0,0,1,AFB,
4-Nov,44,D,1,1,1,1,0,AFB,
4-Nov,44,D,3,1,1,1,1,AFB,
4-Nov,44,D,1,1,1,1,1,AFB,
4-Nov,44,D,2,0,0,1,1,AFB,
4-Nov,45,D,3,1,1,1,1,AFB,
4-Nov,1,C,1,1,1,1,0,UHA ,
4-Nov,1,C,2,0,0,1,1,UHA ,
4-Nov,1,C,2,0,0,1,0,UHA ,
4-Nov,1,C,1,1,1,1,1,UHA ,
4-Nov,1,C,1,0,0,0,0,UHA ,
4-Nov,13,C,2,0,1,1,0,UHA ,
4-Nov,13,C,2,1,1,1,0,UHA ,
4-Nov,13,C,3,0,0,0,0,UHA ,
4-Nov,13,C,1,0,0,0,1,UHA ,
4-Nov,5,C,1,0,0,1,1,UHA ,
4-Nov,5,C,2,1,1,0,1,UHA ,
4-Nov,5,C,2,0,0,1,0,UHA ,
4-Nov,17,C,3,1,1,1,1,UHA ,
4-Nov,17,C,3,0,0,1,1,UHA ,
4-Nov,17,C,2,0,1,1,1,UHA ,
4-Nov,17,C,1,0,0,0,1,UHA ,
4-Nov,17,C,1,0,0,0,0,UHA ,
4-Nov,17,C,1,1,1,1,0,UHA ,
4-Nov,81,C,1,1,1,1,1,UHA ,
4-Nov,81,C,2,0,0,0,1,UHA ,
4-Nov,81,C,2,0,0,1,1,UHA ,
4-Nov,31,C,2,1,1,1,0,UHA ,
4-Nov,18,C,1,1,1,0,1,UHA ,
4-Nov,18,C,3,0,0,0,1,UHA ,
4-Nov,18,C,2,0,0,0,0,UHA ,
4-Nov,18,C,1,1,1,1,0,UHA ,
4-Nov,19,C,5,0,0,0,0,UHA ,
4-Nov,19,C,2,1,1,0,1,UHA ,
4-Nov,19,C,1,1,1,1,0,UHA ,
4-Nov,19,C,2,1,1,1,1,UHA ,
4-Nov,20,C,3,1,1,1,1,UHA ,
4-Nov,20,C,2,0,0,1,1,UHA ,
4-Nov,20,C,1,0,0,0,1,UHA ,
4-Nov,20,C,2,0,0,0,0,UHA ,
4-Nov,20,C,2,1,1,0,1,UHA ,
4-Nov,22,C,1,0,0,0,0,UHA ,
4-Nov,22,C,1,1,1,1,0,UHA ,
4-Nov,22,C,2,0,1,1,0,UHA ,
4-Nov,22,C,2,0,0,1,1,UHA ,
4-Nov,22,C,1,0,0,0,1,UHA ,
4-Nov,35,C,3,1,1,1,0,UHA ,
4-Nov,35,C,2,0,1,1,0,UHA ,
4-Nov,35,C,2,0,0,0,1,UHA ,
4-Nov,44,C,3,1,1,1,1,UHA ,
4-Nov,44,C,2,0,0,0,1,UHA ,
4-Nov,44,C,1,0,0,0,0,UHA ,
4-Nov,2,C,1,0,1,1,1,UHA ,
4-Nov,2,C,1,1,1,0,1,UHA ,
4-Nov,2,C,1,0,0,0,0,UHA ,
4-Nov,2,C,2,0,0,0,1,UHA ,
4-Nov,2,C,3,1,1,1,1,UHA ,
4-Nov,2,C,1,0,0,0,0,HNT,
4-Nov,2,C,1,0,0,0,1,HNT,
4-Nov,2,C,1,1,1,1,1,HNT,
4-Nov,3,C,2,0,0,0,1,HNT,
4-Nov,5,C,2,1,1,1,1,HNT,
4-Nov,7,C,2,1,1,1,1,HNT,
4-Nov,7,C,1,0,0,1,1,HNT,
4-Nov,7,C,1,1,1,0,0,HNT,
4-Nov,7,C,1,1,1,0,1,HNT,
4-Nov,7,C,2,0,0,0,1,HNT,
4-Nov,7,C,2,0,0,0,0,HNT,
4-Nov,4,C,1,0,0,1,1,HNT,
4-Nov,4,C,1,0,0,0,0,HNT,
4-Nov,4,C,1,1,1,1,0,HNT,
4-Nov,4,C,1,1,1,1,1,HNT,
4-Nov,18,C,1,0,0,1,0,HNT,
4-Nov,20,C,1,0,0,0,1,HNT,
4-Nov,20,C,1,1,1,0,0,HNT,
4-Nov,21,C,1,0,0,0,1,HNT,
4-Nov,22,C,1,1,1,1,1,HNT,
4-Nov,22,C,1,0,0,1,1,HNT,
4-Nov,22,C,1,1,1,0,0,HNT,
4-Nov,22,C,1,1,1,0,1,HNT,
4-Nov,24,C,1,0,0,0,1,HNT,
4-Nov,24,C,1,1,1,0,1,HNT,
4-Nov,24,C,2,1,1,1,1,HNT,
5-Nov,2,C,1,1,1,0,1,NRR,
5-Nov,2,C,2,0,0,1,1,NRR,
5-Nov,2,C,1,1,1,1,1,NRR,
5-Nov,2,C,2,1,1,1,0,NRR,
5-Nov,5,C,2,0,0,0,1,NRR,
5-Nov,5,C,1,1,1,1,1,NRR,
5-Nov,5,C,1,0,1,1,0,NRR,
5-Nov,7,C,1,1,1,0,0,NRR,
5-Nov,7,C,1,0,0,1,0,NRR,
5-Nov,7,C,1,0,0,1,1,NRR,
5-Nov,7,C,2,1,1,1,0,NRR,
5-Nov,17,C,1,1,1,1,1,NRR,
5-Nov,17,C,1,1,1,0,1,NRR,
5-Nov,20,C,1,0,0,0,1,NRR,
5-Nov,20,C,1,1,1,0,0,NRR,
5-Nov,20,C,1,1,1,0,1,NRR,
5-Nov,20,C,1,0,0,1,1,NRR,
5-Nov,20,C,1,1,1,1,1,NRR,
5-Nov,20,C,2,0,1,1,1,NRR,
5-Nov,22,C,1,1,1,1,1,NRR,
5-Nov,22,C,1,0,0,1,0,NRR,
5-Nov,22,C,1,0,0,1,1,NRR,
5-Nov,31,C,1,0,0,0,1,NRR,
5-Nov,31,C,1,1,1,0,0,NRR,
5-Nov,34,C,1,0,0,0,1,NRR,
5-Nov,35,C,1,1,1,0,0,NRR,
5-Nov,35,C,1,0,1,0,1,NRR,
5-Nov,35,C,3,0,0,1,1,NRR,
5-Nov,35,C,2,0,1,1,1,NRR,
5-Nov,35,C,1,0,0,1,0,NRR,
5-Nov,44,C,1,1,1,1,1,NRR,
5-Nov,44,C,1,0,0,1,0,NRR,
5-Nov,44,C,1,1,1,1,0,NRR,
5-Nov,1,C,1,1,1,1,1,NRR,
5-Nov,1,C,1,1,1,1,0,NRR,
5-Nov,1,C,1,0,0,1,0,NRR,
5-Nov,6,C,1,1,1,1,1,NRR,
5-Nov,9,C,1,1,1,0,0,NRR,
5-Nov,10,C,1,0,0,0,1,NRR,
5-Nov,12,C,1,0,0,1,0,NRR,
5-Nov,13,C,2,0,0,0,1,NRR,
5-Nov,15,C,2,0,0,1,1,NRR,
5-Nov,16,C,1,1,1,1,0,NRR,
5-Nov,17,C,1,0,0,1,1,NRR,
5-Nov,18,C,1,1,1,0,0,NRR,
5-Nov,18,C,1,0,0,1,0,NRR,
5-Nov,20,C,1,0,0,0,1,NRR,
5-Nov,20,C,1,0,0,1,1,NRR,
5-Nov,20,C,1,1,1,1,1,NRR,
5-Nov,20,C,1,0,0,1,0,NRR,
5-Nov,21,C,2,0,0,0,1,NRR,
5-Nov,22,C,1,0,0,0,1,NRR,
5-Nov,23,C,1,0,0,0,1,NRR,
5-Nov,23,C,1,1,1,1,0,NRR,
5-Nov,24,C,1,1,1,0,1,NRR,
5-Nov,26,C,1,0,0,0,1,NRR,
5-Nov,26,C,1,0,0,1,1,NRR,
5-Nov,30,C,1,0,0,1,1,NRR,
5-Nov,30,C,1,1,1,1,1,NRR,
5-Nov,30,C,1,1,1,1,0,NRR,
5-Nov,41,C,1,0,0,0,1,NRR,
5-Nov,44,C,1,0,0,0,1,NRR,
5-Nov,48,C,1,0,0,0,1,NRR,
5-Nov,48,B,2,1,1,1,1,UHA ,
5-Nov,48,B,1,0,0,1,1,UHA ,
5-Nov,48,B,2,0,0,0,1,UHA ,
5-Nov,48,B,1,1,1,0,1,UHA ,
5-Nov,48,B,1,0,0,0,0,UHA ,
5-Nov,16,D,1,1,1,0,1,UHA ,
5-Nov,16,D,1,0,1,0,1,UHA ,
5-Nov,16,D,2,0,0,0,0,UHA ,
5-Nov,16,D,2,0,0,0,1,UHA ,
5-Nov,3,B,0,0,0,0,0,UHA ,
5-Nov,5,B,1,0,0,0,0,UHA ,
5-Nov,5,B,1,0,0,0,1,UHA ,
5-Nov,6,B,1,1,1,1,1,UHA ,
5-Nov,6,B,1,0,0,0,1,UHA ,
5-Nov,7,B,1,1,1,1,1,UHA ,
5-Nov,7,B,1,0,0,0,0,UHA ,
5-Nov,9,B,1,1,1,0,0,UHA ,
5-Nov,9,B,1,0,0,0,0,UHA ,
5-Nov,9,B,1,0,0,0,1,UHA ,
5-Nov,15,B,1,0,1,0,1,UHA ,
5-Nov,15,B,2,0,0,0,0,UHA ,
5-Nov,16,B,1,1,1,1,1,UHA ,
5-Nov,16,B,2,0,0,0,0,UHA ,
5-Nov,18,B,1,0,0,1,0,UHA ,
5-Nov,18,B,3,0,0,0,1,UHA ,
5-Nov,18,B,3,0,0,0,0,UHA ,
5-Nov,18,B,2,1,1,1,1,UHA ,
5-Nov,18,B,3,1,1,1,0,UHA ,
5-Nov,18,B,1,0,0,1,0,UHA ,
5-Nov,18,B,2,0,0,1,1,UHA ,
5-Nov,21,B,3,0,0,0,1,UHA ,
5-Nov,41,B,1,1,1,1,0,UHA ,
5-Nov,41,B,1,0,1,1,0,UHA ,
5-Nov,41,B,1,0,0,1,1,UHA ,
5-Nov,32,B,1,1,1,1,1,UHA ,
5-Nov,32,B,1,0,0,0,0,UHA ,
5-Nov,32,B,1,0,1,0,0,UHA ,
5-Nov,31,B,2,1,1,1,1,UHA ,
5-Nov,31,B,1,0,0,0,0,UHA ,
5-Nov,31,B,1,0,0,0,1,UHA ,
5-Nov,31,B,1,0,0,1,1,UHA ,
5-Nov,31,B,1,1,1,0,0,UHA ,
5-Nov,30,B,2,0,0,0,0,UHA ,
5-Nov,30,B,1,1,1,1,0,UHA ,
5-Nov,30,B,1,1,1,1,1,UHA ,
5-Nov,30,B,1,0,0,0,1,UHA ,
5-Nov,30,B,2,0,0,0,0,UHA ,
5-Nov,37,B,1,1,1,1,0,UHA ,
5-Nov,37,B,1,0,0,0,1,UHA ,
5-Nov,37,B,3,0,0,0,0,UHA ,
5-Nov,39,B,1,0,0,0,1,UHA ,
5-Nov,39,B,1,0,0,0,0,UHA ,
5-Nov,25,B,1,1,1,1,1,UHA ,
5-Nov,25,B,1,0,0,1,1,UHA ,
5-Nov,25,B,1,0,0,1,0,UHA ,
5-Nov,22,B,2,0,0,0,1,UHA ,
5-Nov,22,B,3,0,0,0,0,UHA ,
5-Nov,49,B,1,0,0,1,1,UHA ,
5-Nov,49,B,2,1,1,1,1,UHA ,
5-Nov,49,B,3,0,0,0,0,UHA ,
6-Nov,1,D,4,0,0,0,0,AFB,
6-Nov,2,D,2,1,1,1,1,AFB,
6-Nov,2,D,1,1,1,1,0,AFB,
6-Nov,2,D,1,0,0,1,0,AFB,
6-Nov,25,D,1,1,1,1,1,AFB,
6-Nov,30,D,2,0,0,0,0,AFB,
6-Nov,30,D,1,1,1,0,1,AFB,
6-Nov,30,D,2,1,1,1,0,AFB,
6-Nov,30,D,2,0,0,1,0,AFB,
6-Nov,31,D,2,0,0,1,1,AFB,
6-Nov,31,D,1,1,1,1,0,AFB,
6-Nov,16,D,1,0,0,0,0,AFB,
6-Nov,16,D,1,0,0,0,1,AFB,
6-Nov,44,D,2,0,0,0,0,AFB,
6-Nov,44,D,2,1,1,0,0,AFB,
6-Nov,44,D,1,1,1,0,1,AFB,
6-Nov,44,D,5,0,0,0,1,AFB,
6-Nov,44,D,2,1,1,1,1,AFB,
6-Nov,44,D,4,0,0,1,0,AFB,
6-Nov,17,D,1,0,0,0,0,AFB,
6-Nov,17,D,1,0,0,1,0,AFB,
6-Nov,17,D,1,1,1,1,0,AFB,
6-Nov,45,D,1,0,0,0,0,AFB,
6-Nov,45,D,1,0,0,0,1,AFB,
6-Nov,45,D,2,0,0,1,1,AFB,
6-Nov,18,D,3,1,1,0,0,AFB,
6-Nov,18,D,1,0,0,0,0,AFB,
6-Nov,18,D,1,0,0,0,1,AFB,
6-Nov,18,D,1,0,0,1,0,AFB,
6-Nov,20,D,2,0,0,0,0,AFB,
6-Nov,20,D,1,1,1,0,0,AFB,
6-Nov,22,D,1,1,1,0,1,AFB,
6-Nov,22,D,1,1,1,0,0,AFB,
6-Nov,22,D,1,1,1,1,1,AFB,
6-Nov,23,D,3,0,0,0,0,AFB,
6-Nov,23,D,1,0,0,0,1,AFB,
6-Nov,23,D,1,1,1,0,0,AFB,
6-Nov,23,D,1,1,1,1,1,AFB,
6-Nov,23,D,1,1,1,1,0,AFB,
6-Nov,2,C,1,1,1,1,1,AFB,
6-Nov,2,C,1,0,0,1,1,AFB,
6-Nov,5,C,1,0,0,0,0,AFB,
6-Nov,5,C,1,0,0,1,1,AFB,
6-Nov,16,C,1,1,1,0,0,AFB,
6-Nov,16,C,1,0,0,0,1,AFB,
6-Nov,16,C,1,1,1,1,1,AFB,
6-Nov,17,C,2,1,1,1,0,AFB,
6-Nov,17,C,1,0,0,1,1,AFB,
6-Nov,17,C,1,0,0,0,1,AFB,
6-Nov,18,C,1,1,1,0,1,AFB,
6-Nov,18,C,2,1,1,1,0,AFB,
6-Nov,18,C,1,0,0,1,1,AFB,
6-Nov,18,C,1,1,1,1,1,AFB,
6-Nov,19,C,1,0,0,1,0,AFB,
6-Nov,31,C,3,0,0,0,0,AFB,
6-Nov,31,C,1,0,0,1,0,AFB,
6-Nov,35,C,1,0,0,1,0,AFB,
6-Nov,35,C,1,0,0,0,1,AFB,
7-Nov,30,D,2,0,0,0,0,AFB,
7-Nov,30,D,1,0,0,0,1,AFB,
7-Nov,13,D,1,1,1,1,1,AFB,
7-Nov,13,D,1,0,0,0,0,AFB,
7-Nov,22,D,1,0,0,0,0,AFB,
7-Nov,22,D,1,1,1,0,0,AFB,
7-Nov,22,D,1,1,1,1,0,AFB,
7-Nov,24,D,1,0,0,0,0,AFB,
7-Nov,24,D,1,0,0,0,1,AFB,
7-Nov,24,D,1,1,1,1,0,AFB,
7-Nov,24,D,1,0,0,1,0,AFB,
7-Nov,49,C,1,0,0,0,0,AFB,
7-Nov,49,C,1,1,1,1,1,AFB,
7-Nov,44,C,1,0,0,0,1,AFB,
7-Nov,44,C,1,0,0,1,1,AFB,
7-Nov,20,C,1,1,1,1,1,AFB,
7-Nov,20,C,1,0,0,1,0,AFB,
7-Nov,20,C,1,0,0,0,1,AFB,
8-Nov,1,C,2,0,0,1,0,NRR,
8-Nov,2,C,1,0,0,0,1,NRR,
8-Nov,2,C,3,0,0,1,1,NRR,
8-Nov,5,C,1,0,0,1,1,NRR,
8-Nov,5,C,1,0,0,1,0,NRR,
8-Nov,6,C,2,0,0,0,1,NRR,
8-Nov,6,C,1,0,0,1,1,NRR,
8-Nov,6,C,1,0,0,1,0,NRR,
8-Nov,7,C,2,1,1,0,1,NRR,
8-Nov,7,C,2,0,0,1,1,NRR,
8-Nov,7,C,1,1,1,1,0,NRR,
8-Nov,8,C,1,0,1,0,1,NRR,
8-Nov,18,C,1,0,0,1,1,NRR,
8-Nov,20,C,1,1,1,0,0,NRR,
8-Nov,31,C,1,0,0,0,1,NRR,
8-Nov,31,C,1,1,1,0,0,NRR,
8-Nov,31,C,1,0,0,1,1,NRR,
8-Nov,31,C,1,1,1,1,0,NRR,
8-Nov,17,C,1,1,1,0,1,NRR,
8-Nov,17,C,1,0,0,1,0,NRR,
8-Nov,17,C,1,1,1,1,0,NRR,
8-Nov,17,C,1,1,1,1,1,NRR,
8-Nov,35,C,1,0,0,0,1,NRR,
8-Nov,35,C,2,0,0,1,0,NRR,
8-Nov,35,C,1,1,1,1,0,NRR,
8-Nov,45,C,1,0,0,1,1,NRR,
8-Nov,45,C,1,1,1,1,1,NRR,
8-Nov,31,D,2,0,0,0,1,NRR,
8-Nov,31,D,2,0,0,1,0,NRR,
8-Nov,36,D,2,0,0,0,1,NRR,
8-Nov,44,D,1,0,0,0,1,NRR,
8-Nov,44,D,1,1,1,1,0,NRR,
8-Nov,17,D,1,1,1,1,1,NRR,
8-Nov,17,D,1,0,0,0,1,NRR,
8-Nov,17,D,1,0,0,1,1,NRR,
8-Nov,18,D,1,1,1,0,0,NRR,
8-Nov,18,D,1,0,0,1,0,NRR,
8-Nov,18,D,1,1,1,1,1,NRR,
8-Nov,13,D,1,1,1,0,0,NRR,
8-Nov,13,D,1,1,1,1,0,NRR,
8-Nov,20,D,1,1,1,0,0,NRR,
8-Nov,20,D,1,1,1,1,1,NRR,
8-Nov,20,D,1,1,1,1,0,NRR,
8-Nov,20,D,1,0,0,1,0,NRR,
8-Nov,22,D,1,0,0,1,1,NRR,
